"CODUSU";"NRO_HOGAR";"COMPONENTE";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"RESPONDENTE";"IP_III_04";"IP_III_05";"IP_III_06"
"TQRMNOQPVHJLKNCDEHIBB00875856";1;4;2024;4;22;161;3;1;1;1
"TQRMNOQPVHJLKNCDEHIBB00875856";1;5;2024;4;22;161;3;1;2;1
"TQRMNOQPVHJLKNCDEHIBB00875856";1;6;2024;4;22;161;3;1;1;1
"TQRMNOQPWHJLKNCDEHIBB00872501";1;1;2024;4;22;205;1;1;2;1
"TQRMNOQPWHJLKNCDEHIBB00872501";1;2;2024;4;22;205;1;1;1;1
"TQRMNOQPWHJMLLCDEHIBB00876594";1;1;2024;4;22;137;1;1;2;1
"TQRMNOQPWHJMLLCDEHIBB00876594";1;2;2024;4;22;137;1;1;2;1
"TQRMNOQPWHJMLLCDEHIBB00876594";1;3;2024;4;22;137;1;1;2;1
"TQRMNOQPXHJLKNCDEHIBB00873974";1;1;2024;4;22;218;1;1;2;1
"TQRMNOQPXHJMLLCDEHIBB00872878";1;1;2024;4;22;119;1;1;1;1
"TQRMNOQPXHJMLLCDEHIBB00872878";1;2;2024;4;22;119;1;1;1;1
"TQRMNOQPXHJMLLCDEHIBB00872878";1;3;2024;4;22;119;1;1;1;1
"TQRMNOQPXHJMLLCDEHIBB00872878";1;4;2024;4;22;119;1;1;1;1
"TQRMNOQPXHLNKUCDEHIBB00853791";1;1;2024;4;22;116;6;1;2;1
"TQRMNOQPXHLNKUCDEHIBB00853791";1;2;2024;4;22;116;6;1;2;1
"TQRMNOQPXHLNKUCDEHIBB00853791";1;4;2024;4;22;116;6;1;2;1
"TQRMNOQPXHLNKUCDEHIBB00853791";1;6;2024;4;22;116;6;1;2;1
"TQRMNOQPYHJMLLCDEHIBB00873756";1;1;2024;4;22;133;1;1;2;1
"TQRMNOQPYHJMLLCDEHIBB00873756";1;2;2024;4;22;133;1;1;2;1
"TQRMNOQPYHLMKOCDEHIBB00853711";1;1;2024;4;22;167;1;1;2;1
"TQRMNOQPYHLMKOCDEHIBB00853711";1;2;2024;4;22;167;1;1;1;1
"TQRMNOQPYHLMKOCDEHIBB00853711";1;3;2024;4;22;167;1;1;1;1
"TQRMNOQQPHJMLLCDEHIBB00874336";1;1;2024;4;22;80;1;1;2;1
"TQRMNOQQPHJMLLCDEHIBB00874336";1;2;2024;4;22;80;1;1;1;1
"TQRMNOQQPHJMLLCDEHIBB00874336";1;3;2024;4;22;80;1;1;2;1
"TQRMNOQQPHJMLLCDEHIBB00874336";1;4;2024;4;22;80;1;1;2;1
"TQRMNOQQPHLMKOCDEHIBB00853758";1;1;2024;4;22;129;1;1;1;1
"TQRMNOQQQHLMKOCDEHIBB00858287";1;1;2024;4;22;146;1;1;1;1
"TQRMNOQQQHMKKRCDEHIBB00810874";1;1;2024;4;22;115;2;2;2;1
"TQRMNOQQQHMKKRCDEHIBB00810874";1;2;2024;4;22;115;2;2;2;1
"TQRMNOQQVHJMLLCDEHIBB00877104";1;1;2024;4;22;118;1;1;2;1
"TQRMNOQQVHKLLMCDEHIBB00868827";1;1;2024;4;22;162;1;2;2;2
"TQRMNOQQVHKLLMCDEHIBB00868827";1;2;2024;4;22;162;1;1;1;1
"TQRMNOQQVHKLLMCDEHIBB00868827";1;3;2024;4;22;162;1;1;1;1
"TQRMNOQQWHKLLMCDEHIBB00870598";1;1;2024;4;22;190;1;1;2;1
"TQRMNOQQWHKLLMCDEHIBB00870598";1;2;2024;4;22;190;1;1;2;1
"TQRMNOQQWHKLLMCDEHIBB00870598";1;3;2024;4;22;190;1;1;2;1
"TQRMNOQQWHKLLMCDEHIBB00870598";1;4;2024;4;22;190;1;1;1;1
"TQRMNOQQYHMLKTCDEHIBB00870682";1;1;2024;4;22;124;1;2;1;1
"TQRMNOQQYHMLKTCDEHIBB00870682";1;2;2024;4;22;124;1;2;2;2
"TQRMNOQQYHMLKTCDEHIBB00870682";1;3;2024;4;22;124;1;1;2;1
"TQRMNOQRPHKMLNCDEHIBB00867366";1;1;2024;4;22;99;1;2;2;2
"TQRMNOQRPHKMLNCDEHIBB00867366";1;2;2024;4;22;99;1;2;2;2
"TQRMNOQRPHMLKTCDEHIBB00810851";1;1;2024;4;22;123;1;1;2;1
"TQRMNOQRPHMMKPCDEHIBB00810812";1;1;2024;4;22;83;1;1;1;1
"TQRMNOQRPHMMKPCDEHIBB00810812";1;2;2024;4;22;83;1;1;1;1
"TQRMNOQRPHMMKPCDEHIBB00810812";1;3;2024;4;22;83;1;1;1;1
"TQRMNOQRRHMMKPCDEHIBB00810814";1;1;2024;4;22;123;1;1;2;1
"TQRMNOQRSHMMKPCDEHIBB00810800";1;1;2024;4;22;109;1;1;2;1
"TQRMNOQRSHMMKPCDEHIBB00810800";1;2;2024;4;22;109;1;1;2;1
"TQRMNOQRXHLLKMCDEHIBB00853706";1;1;2024;4;22;134;1;1;2;1
"TQRMNOQRYHLLKMCDEHIBB00853764";1;1;2024;4;22;127;1;1;1;1
"TQRMNOQRYHLLKMCDEHIBB00853764";1;2;2024;4;22;127;1;1;1;1
"TQRMNOQRYHLLKMCDEHIBB00853764";1;3;2024;4;22;127;1;1;1;1
"TQRMNOQSQHLLKMCDEHIBB00853756";1;1;2024;4;22;112;2;1;1;1
"TQRMNOQSQHLLKMCDEHIBB00853756";1;2;2024;4;22;112;2;1;1;1
"TQRMNOQSQHLLKMCDEHIBB00853756";1;3;2024;4;22;112;2;1;1;1
"TQRMNOQSRHLLKMCDEHIBB00853781";1;2;2024;4;22;164;2;1;1;1
"TQRMNOQSRHLLKMCDEHIBB00853781";1;4;2024;4;22;164;2;1;1;1
"TQRMNOQSRHLOLPCDEHIBB00853789";1;1;2024;4;22;86;1;1;1;1
"TQRMNOQSRHLOLPCDEHIBB00853789";1;2;2024;4;22;86;1;1;1;1
"TQRMNOQSSHLOLPCDEHIBB00853729";1;1;2024;4;22;104;1;1;2;1
"TQRMNOQSSHLOLPCDEHIBB00853729";1;2;2024;4;22;104;1;1;2;1
"TQRMNOQSSHLOLPCDEHIBB00853729";1;3;2024;4;22;104;1;1;2;1
"TQRMNOQSSHLOLPCDEHIBB00853729";1;4;2024;4;22;104;1;1;2;1
"TQRMNOQSSHMLKQCDEHIBB00810785";1;1;2024;4;22;88;2;1;1;1
"TQRMNOQSSHMLKQCDEHIBB00810785";1;2;2024;4;22;88;2;1;2;1
"TQRMNOQSSHMLKQCDEHIBB00810785";1;3;2024;4;22;88;2;1;2;1
"TQRMNOQSSHMLKQCDEHIBB00810785";1;4;2024;4;22;88;2;1;2;1
"TQRMNOQSSHMLKQCDEHIBB00810785";1;5;2024;4;22;88;2;1;2;1
"TQRMNOQSTHMLKQCDEHIBB00810866";1;1;2024;4;22;131;2;2;2;2
"TQRMNOQSTHMLKQCDEHIBB00810866";1;2;2024;4;22;131;2;1;2;1
"TQRMNOQSTHMMKUCDEHIBB00810805";1;1;2024;4;22;90;1;1;2;1
"TQRMNOQSUHLOLPCDEHIBB00860113";1;1;2024;4;22;93;1;1;2;1
"TQRMNOQSUHLOLPCDEHIBB00860113";1;2;2024;4;22;93;1;1;2;1
"TQRMNOQSUHLOLPCDEHIBB00860113";1;3;2024;4;22;93;1;1;2;1
"TQRMNOQSUHLOLPCDEHIBB00860113";1;4;2024;4;22;93;1;1;2;1
"TQRMNOQSUHMLKQCDEHIBB00810867";1;1;2024;4;22;111;2;1;2;1
"TQRMNOQSUHMLKQCDEHIBB00810867";1;2;2024;4;22;111;2;1;2;1
"TQRMNOQSUHMMKUCDEHIBB00810873";1;1;2024;4;22;101;1;1;2;1
"TQRMNOQSUHMMKUCDEHIBB00810873";1;2;2024;4;22;101;1;2;2;2
"TQRMNOQSVHLOLPCDEHIBB00853735";1;1;2024;4;22;141;2;1;2;1
"TQRMNOQSVHLOLPCDEHIBB00853735";1;2;2024;4;22;141;2;1;2;1
"TQRMNOQSVHLOLPCDEHIBB00853735";1;3;2024;4;22;141;2;1;1;1
"TQRMNOQSVHLOLPCDEHIBB00853735";1;4;2024;4;22;141;2;1;2;1
"TQRMNOQSVHLOLPCDEHIBB00853735";1;6;2024;4;22;141;2;1;2;1
"TQRMNOQSVHLOLPCDEHIBB00853735";1;7;2024;4;22;141;2;1;2;1
"TQRMNOQSVHMMKUCDEHIBB00810793";1;1;2024;4;22;117;1;1;2;1
"TQRMNOQSVHMMKUCDEHIBB00810793";1;3;2024;4;22;117;1;1;2;1
"TQRMNOQSVHMMKUCDEHIBB00810793";1;4;2024;4;22;117;1;2;2;2
"TQRMNOQSWHMLKQCDEHIBB00810871";1;1;2024;4;22;122;2;1;2;1
"TQRMNOQSWHMLKQCDEHIBB00810871";1;2;2024;4;22;122;2;1;2;1
"TQRMNOQSXHJNKSCDEHIBB00875186";1;1;2024;4;22;108;2;1;2;1
"TQRMNOQSXHJNKSCDEHIBB00875186";1;2;2024;4;22;108;2;1;2;1
"TQRMNOQSXHJNKSCDEHIBB00875186";1;3;2024;4;22;108;2;1;2;1
"TQRMNOQSXHMMKUCDEHIBB00810887";1;1;2024;4;22;130;1;1;2;1
"TQRMNOQSXHMMKUCDEHIBB00810887";1;2;2024;4;22;130;1;1;2;1
"TQRMNOQSXHMMKUCDEHIBB00810887";1;3;2024;4;22;130;1;1;1;1
"TQRMNOQSYHJNKSCDEHIBB00874071";1;1;2024;4;22;90;5;1;2;1
"TQRMNOQSYHJNKSCDEHIBB00874071";1;2;2024;4;22;90;5;1;2;1
"TQRMNOQSYHJNKSCDEHIBB00874071";1;3;2024;4;22;90;5;1;2;1
"TQRMNOQSYHJNKSCDEHIBB00874071";1;4;2024;4;22;90;5;1;2;1
"TQRMNOQSYHJNKSCDEHIBB00874071";1;5;2024;4;22;90;5;1;2;1
"TQRMNOQSYHJNKSCDEHIBB00874071";1;6;2024;4;22;90;5;1;2;1
"TQRMNOQSYHLNLMCDEHIBB00853748";2;1;2024;4;22;63;1;1;1;1
"TQRMNOQTPHLNLMCDEHIBB00853719";1;1;2024;4;22;97;1;1;2;1
"TQRMNOQTPHLNLMCDEHIBB00853719";1;2;2024;4;22;97;1;1;2;1
"TQRMNOQTQHLNLMCDEHIBB00853776";1;1;2024;4;22;78;1;1;2;1
"TQRMNOQTQHLNLMCDEHIBB00853776";1;2;2024;4;22;78;1;1;1;1
"TQRMNOQTQHLNLMCDEHIBB00853776";1;3;2024;4;22;78;1;1;2;1
"TQRMNOQTQHLNLMCDEHIBB00853776";1;4;2024;4;22;78;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;1;2024;4;22;122;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;2;2024;4;22;122;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;3;2024;4;22;122;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;4;2024;4;22;122;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;5;2024;4;22;122;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;6;2024;4;22;122;1;1;2;1
"TQRMNOQTQHMMLNCDEHIBB00810786";1;7;2024;4;22;122;1;1;2;1
"TQRMNOQTRHLNLMCDEHIBB00853761";1;1;2024;4;22;109;3;1;2;1
"TQRMNOQTRHLNLMCDEHIBB00853761";1;2;2024;4;22;109;3;1;2;1
"TQRMNOQTRHLNLMCDEHIBB00853761";1;3;2024;4;22;109;3;1;2;1
"TQRMNOQTRHLNLMCDEHIBB00853761";1;4;2024;4;22;109;3;1;2;1
"TQRMNOQTRHMMLNCDEHIBB00868724";1;1;2024;4;22;113;1;1;1;1
"TQRMNOQTSHLNLMCDEHIBB00853752";1;2;2024;4;22;108;2;1;2;1
"TQRMNOQTSHMMLNCDEHIBB00810856";1;1;2024;4;22;108;2;1;2;1
"TQRMNOQTSHMMLNCDEHIBB00810856";1;2;2024;4;22;108;2;1;2;1
"TQRMNOQTSHMMLNCDEHIBB00810856";1;3;2024;4;22;108;2;1;2;1
"TQRMNOQTSHMMLNCDEHIBB00810856";1;4;2024;4;22;108;2;1;2;1
"TQRMNOQTTHMMLNCDEHIBB00810787";1;1;2024;4;22;103;1;1;1;1
"TQRMNOQTTHMMLNCDEHIBB00810787";1;2;2024;4;22;103;1;1;2;1
"TQRMNOQTTHMMLNCDEHIBB00810787";1;3;2024;4;22;103;1;1;1;1
"TQRMNOQTTHMMLNCDEHIBB00810787";1;4;2024;4;22;103;1;1;2;1
"TQRMNOQTTHMMLNCDEHIBB00810787";1;5;2024;4;22;103;1;1;1;1
"TQRMNOQTTHMMLNCDEHIBB00810787";1;6;2024;4;22;103;1;1;1;1
"TQRMNOQTUHJNKSCDEHIBB00873706";1;1;2024;4;22;68;1;1;2;1
"TQRMNOQTVHJMLOCDEHIBB00873680";1;1;2024;4;22;79;2;1;2;1
"TQRMNOQTVHJMLOCDEHIBB00873680";1;2;2024;4;22;79;2;1;1;1
"TQRMNOQTVHJMLOCDEHIBB00873680";1;3;2024;4;22;79;2;1;1;1
"TQRMNOQTVHJMLOCDEHIBB00873680";1;4;2024;4;22;79;2;1;1;1
"TQRMNOQTWHJMLOCDEHIBB00872526";1;1;2024;4;22;82;2;1;1;1
"TQRMNOQTWHJMLOCDEHIBB00872526";1;2;2024;4;22;82;2;1;1;1
"TQRMNOQTXHJMLOCDEHIBB00872527";1;1;2024;4;22;140;1;1;1;1
"TQRMNOQTXHJMLOCDEHIBB00872527";1;2;2024;4;22;140;1;1;2;1
"TQRMNOQTXHJMLOCDEHIBB00872527";1;3;2024;4;22;140;1;1;2;1
"TQRMNOQTYHLMKRCDEHIBB00877350";1;1;2024;4;22;137;1;1;1;1
"TQRMNOQTYHLMKRCDEHIBB00877350";1;2;2024;4;22;137;1;1;1;1
"TQRMNOQUPHJMLOCDEHIBB00877280";1;1;2024;4;22;103;2;1;1;1
"TQRMNOQUPHJMLOCDEHIBB00877280";1;2;2024;4;22;103;2;1;1;1
"TQRMNOQUPHJMLOCDEHIBB00877280";1;3;2024;4;22;103;2;1;1;1
"TQRMNOQUQHLMKRCDEHIBB00853759";1;2;2024;4;22;192;2;1;2;1
"TQRMNOQUQHLMKRCDEHIBB00853759";1;3;2024;4;22;192;2;1;1;1
"TQRMNOQUQHLMKRCDEHIBB00853759";1;4;2024;4;22;192;2;1;1;1
"TQRMNOQUQHLOKSCDEHIBB00853777";1;1;2024;4;22;141;1;1;2;1
"TQRMNOQUQHLOKSCDEHIBB00853777";1;2;2024;4;22;141;1;2;2;2
"TQRMNOQURHLMKRCDEHIBB00856417";1;1;2024;4;22;147;3;1;1;1
"TQRMNOQURHLMKRCDEHIBB00856417";1;2;2024;4;22;147;3;1;1;1
"TQRMNOQURHLMKRCDEHIBB00856417";1;3;2024;4;22;147;3;1;1;1
"TQRMNOQURHLMKRCDEHIBB00856417";1;4;2024;4;22;147;3;1;1;1
"TQRMNOQUSHLMKRCDEHIBB00853766";1;1;2024;4;22;164;1;1;1;1
"TQRMNOQUSHLMKRCDEHIBB00853766";1;2;2024;4;22;164;1;1;1;1
"TQRMNOQUSHLMKRCDEHIBB00853766";1;3;2024;4;22;164;1;1;1;1
"TQRMNOQUSHLMKRCDEHIBB00853766";1;4;2024;4;22;164;1;2;2;2
"TQRMNOQUSHMMLMCDEHIBB00810903";1;1;2024;4;22;153;1;1;2;1
"TQRMNOQUSHMMLMCDEHIBB00810903";1;2;2024;4;22;153;1;1;2;1
"TQRMNOQUSHMMLMCDEHIBB00810903";1;3;2024;4;22;153;1;1;2;1
"TQRMNOQUSHMMLMCDEHIBB00810903";1;4;2024;4;22;153;1;1;2;1
"TQRMNOQUSHMMLMCDEHIBB00810903";1;5;2024;4;22;153;1;1;2;1
"TQRMNOQUSHMMLMCDEHIBB00810903";1;6;2024;4;22;153;1;1;2;1
"TQRMNOQUTHJMKOCDEHIBB00874019";1;1;2024;4;22;147;2;1;1;1
"TQRMNOQUTHJMKOCDEHIBB00874019";1;2;2024;4;22;147;2;1;1;1
"TQRMNOQUTHMMLMCDEHIBB00810905";1;2;2024;4;22;147;2;1;2;1
"TQRMNOQUTHMMLMCDEHIBB00810905";1;3;2024;4;22;147;2;1;1;1
"TQRMNOQUTHMMLMCDEHIBB00810905";1;4;2024;4;22;147;2;1;1;1
"TQRMNOQUTHMMLMCDEHIBB00810905";1;5;2024;4;22;147;2;1;1;1
"TQRMNOQUUHJMKOCDEHIBB00876771";1;1;2024;4;22;133;1;1;1;1
"TQRMNOQUUHJMKOCDEHIBB00876771";1;2;2024;4;22;133;1;1;1;1
"TQRMNOQUUHJMKOCDEHIBB00876771";1;3;2024;4;22;133;1;1;1;1
"TQRMNOQUUHJMKOCDEHIBB00876771";1;4;2024;4;22;133;1;1;1;1
"TQRMNOQUUHJMKRCDEHIBB00872656";1;1;2024;4;22;112;1;1;2;1
"TQRMNOQUUHJMKRCDEHIBB00872656";1;2;2024;4;22;112;1;1;2;1
"TQRMNOQUUHJMKRCDEHIBB00872656";1;3;2024;4;22;112;1;1;1;1
"TQRMNOQUUHJMKRCDEHIBB00872656";1;4;2024;4;22;112;1;1;1;1
"TQRMNOQUUHJMKRCDEHIBB00872656";1;5;2024;4;22;112;1;1;2;1
"TQRMNOQUUHJMKRCDEHIBB00872656";1;6;2024;4;22;112;1;1;2;1
"TQRMNOQUVHJMKOCDEHIBB00875043";1;1;2024;4;22;142;1;1;2;1
"TQRMNOQUVHJMKRCDEHIBB00873868";1;1;2024;4;22;101;2;1;2;1
"TQRMNOQUVHJMKRCDEHIBB00873868";1;2;2024;4;22;101;2;1;2;1
"TQRMNOQUVHJMKRCDEHIBB00873868";1;3;2024;4;22;101;1;1;2;1
"TQRMNOQUVHJMKRCDEHIBB00873868";1;4;2024;4;22;101;1;1;2;1
"TQRMNOQUVHJMKRCDEHIBB00873868";1;5;2024;4;22;101;1;1;2;1
"TQRMNOQUVHJMKRCDEHIBB00873868";1;6;2024;4;22;101;2;1;2;1
"TQRMNOQUVHKKKOCDEHIBB00872739";1;1;2024;4;22;221;1;1;1;1
"TQRMNOQUVHKKKOCDEHIBB00872739";1;2;2024;4;22;221;1;1;1;1
"TQRMNOQUWHJMKOCDEHIBB00876044";1;1;2024;4;22;156;1;1;1;1
"TQRMNOQUWHJMKOCDEHIBB00876044";1;2;2024;4;22;156;1;1;1;1
"TQRMNOQUWHJMKRCDEHIBB00873013";1;1;2024;4;22;89;4;1;2;1
"TQRMNOQUWHJMKRCDEHIBB00873013";1;2;2024;4;22;89;4;1;2;1
"TQRMNOQUWHJMKRCDEHIBB00873013";1;3;2024;4;22;89;4;1;1;1
"TQRMNOQUWHJMKRCDEHIBB00873013";1;4;2024;4;22;89;4;1;2;1
"TQRMNOQUWHJMKRCDEHIBB00873013";1;5;2024;4;22;89;4;1;2;1
"TQRMNOQUWHKKKOCDEHIBB00872052";2;1;2024;4;22;244;1;1;1;1
"TQRMNOQUXHJMKOCDEHIBB00872823";1;1;2024;4;22;156;1;1;1;1
"TQRMNOQUXHJMKOCDEHIBB00872823";1;2;2024;4;22;156;1;1;1;1
"TQRMNOQUXHJMKRCDEHIBB00876656";1;1;2024;4;22;110;2;2;2;2
"TQRMNOQUXHJMKRCDEHIBB00876656";1;2;2024;4;22;110;2;1;2;1
"TQRMNOQVPHJLLNCDEHIBB00876740";1;1;2024;4;22;89;1;1;2;1
"TQRMNOQVPHJLLNCDEHIBB00876740";1;2;2024;4;22;89;1;1;1;1
"TQRMNOQVPHJLLNCDEHIBB00876740";1;3;2024;4;22;89;1;1;2;1
"TQRMNOQVQHJLLNCDEHIBB00877106";1;1;2024;4;22;98;2;1;2;1
"TQRMNOQVQHJLLNCDEHIBB00877106";1;2;2024;4;22;98;2;1;2;1
"TQRMNOQVQHJLLNCDEHIBB00877106";1;3;2024;4;22;98;2;1;2;1
"TQRMNOQVQHJLLNCDEHIBB00877106";1;4;2024;4;22;98;2;1;2;1
"TQRMNOQVQHJLLNCDEHIBB00877106";1;5;2024;4;22;98;2;1;2;1
"TQRMNOQVQHLOKSCDEHIBB00853798";1;1;2024;4;22;127;1;1;2;1
"TQRMNOQVQHLOKSCDEHIBB00853798";1;2;2024;4;22;127;1;2;2;2
"TQRMNOQVRHJMKTCDEHIBB00875960";1;1;2024;4;22;75;1;1;2;1
"TQRMNOQVRHJMKTCDEHIBB00875960";1;2;2024;4;22;75;1;1;1;1
"TQRMNOQVRHJMKTCDEHIBB00875960";1;3;2024;4;22;75;1;1;2;1
"TQRMNOQVRHLMKNCDEHIBB00853760";1;1;2024;4;22;166;1;1;2;1
"TQRMNOQVRHLMKNCDEHIBB00853760";1;2;2024;4;22;166;1;1;2;1
"TQRMNOQVRHLOKSCDEHIBB00853715";1;1;2024;4;22;142;1;1;2;1
"TQRMNOQVRHLOKSCDEHIBB00853715";1;2;2024;4;22;142;1;1;2;1
"TQRMNOQVRHLOKSCDEHIBB00853715";1;5;2024;4;22;142;1;1;2;1
"TQRMNOQVSHJMKTCDEHIBB00872867";1;1;2024;4;22;110;1;1;2;1
"TQRMNOQVSHJMKTCDEHIBB00872867";1;2;2024;4;22;110;1;1;2;1
"TQRMNOQVSHJMKTCDEHIBB00872867";1;3;2024;4;22;110;1;1;2;1
"TQRMNOQVSHLMKNCDEHIBB00853709";1;1;2024;4;22;151;1;1;2;1
"TQRMNOQVTHLMKNCDEHIBB00860597";1;1;2024;4;22;115;2;2;2;2
"TQRMNOQVTHLMKNCDEHIBB00860597";1;2;2024;4;22;115;2;1;1;1
"TQRMNOQVTHLMKNCDEHIBB00860597";1;3;2024;4;22;115;2;1;1;1
"TQRMNOQWRHJLLNCDEHIBB00872891";1;1;2024;4;22;157;1;1;1;1
"TQRMNOQWRHJLLNCDEHIBB00872891";1;2;2024;4;22;157;1;1;1;1
"TQRMNOQWRHJLLNCDEHIBB00872891";1;3;2024;4;22;157;1;1;1;1
"TQRMNOQWSHJLLNCDEHIBB00873758";1;1;2024;4;22;117;5;1;2;1
"TQRMNOQWSHJLLNCDEHIBB00873758";1;2;2024;4;22;117;5;1;2;1
"TQRMNOQWSHJLLNCDEHIBB00873758";1;3;2024;4;22;117;5;1;2;1
"TQRMNOQWSHJLLNCDEHIBB00873758";1;4;2024;4;22;117;5;1;2;1
"TQRMNOQWSHJLLNCDEHIBB00873758";1;5;2024;4;22;117;5;1;2;1
"TQRMNOQWTHJLLNCDEHIBB00875013";1;1;2024;4;22;113;1;1;1;1
"TQRMNOQWTHJLLNCDEHIBB00875013";1;2;2024;4;22;113;1;1;1;1
"TQRMNOQWTHJLLNCDEHIBB00875013";1;3;2024;4;22;113;1;1;1;1
"TQRMNOQWTHJLLNCDEHIBB00875013";1;4;2024;4;22;113;1;1;1;1
"TQRMNOQWUHMMKSCDEHIBB00810818";1;1;2024;4;22;95;1;1;2;1
"TQRMNOQWUHMMKSCDEHIBB00810818";1;2;2024;4;22;95;1;1;2;1
"TQRMNOQWVHMMKSCDEHIBB00853771";1;1;2024;4;22;107;1;1;2;1
"TQRMNOQWWHMMKSCDEHIBB00810880";1;1;2024;4;22;86;1;1;2;1
"TQRMNOQWWHMMKSCDEHIBB00810880";1;2;2024;4;22;86;1;1;2;1
"TQRMNOQWWHMMKSCDEHIBB00810880";1;3;2024;4;22;86;1;1;2;1
"TQRMNOQWXHMMKSCDEHIBB00810819";1;1;2024;4;22;74;2;1;2;1
"TQRMNOQWXHMMKSCDEHIBB00810819";1;2;2024;4;22;74;2;1;1;1
"TQRMNOQWXHMMKSCDEHIBB00810819";1;3;2024;4;22;74;2;1;1;1
"TQRMNOQWYHKKKTCDEHIBB00870577";1;1;2024;4;22;115;2;2;2;2
"TQRMNOQWYHKKKTCDEHIBB00870577";1;2;2024;4;22;115;2;1;1;1
"TQRMNOQXPHKKKTCDEHIBB00868487";1;1;2024;4;22;124;3;1;2;1
"TQRMNOQXPHKKKTCDEHIBB00868487";1;2;2024;4;22;124;3;1;1;1
"TQRMNOQXPHKKKTCDEHIBB00868487";1;3;2024;4;22;124;3;1;1;1
"TQRMNOQXQHLMLLCDEHIBB00853768";1;1;2024;4;22;113;3;2;2;1
"TQRMNOQXQHLMLLCDEHIBB00853768";1;2;2024;4;22;113;3;1;1;1
"TQRMNOQXQHLMLLCDEHIBB00853768";1;3;2024;4;22;113;3;1;1;1
"TQRMNOQXRHLLKPCDEHIBB00853700";1;1;2024;4;22;155;1;1;1;1
"TQRMNOQXRHLLKPCDEHIBB00853700";1;2;2024;4;22;155;1;1;1;1
"TQRMNOQXRHLLKPCDEHIBB00853700";1;3;2024;4;22;155;1;1;1;1
"TQRMNOQXRHLLKPCDEHIBB00853700";1;4;2024;4;22;155;1;1;1;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;1;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;2;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;3;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;4;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;5;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;6;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;7;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;8;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;9;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;10;2024;4;22;87;6;1;2;1
"TQRMNOQXRHLMLLCDEHIBB00853726";1;11;2024;4;22;87;6;1;2;1
"TQRMNOQXSHKKKTCDEHIBB00875146";1;1;2024;4;22;117;1;1;1;1
"TQRMNOQXSHLMLLCDEHIBB00853747";1;3;2024;4;22;109;3;2;2;2
"TQRMNOQXSHLMLLCDEHIBB00853747";1;4;2024;4;22;109;3;1;1;1
"TQRMNOQXTHLMLLCDEHIBB00853814";1;1;2024;4;22;110;1;1;2;1
"TQRMNOQXUHLMLLCDEHIBB00853727";1;1;2024;4;22;107;1;1;1;1
"TQRMNOQXWHMMLNCDEHIBB00810788";1;1;2024;4;22;117;2;1;2;1
"TQRMNOQXWHMMLNCDEHIBB00810788";1;2;2024;4;22;117;2;1;1;1
"TQRMNOQXWHMMLNCDEHIBB00810788";1;3;2024;4;22;117;2;1;2;1
"TQRMNOQXWHMMLNCDEHIBB00810788";1;5;2024;4;22;117;2;1;2;1
"TQRMNOQXWHMMLNCDEHIBB00810788";1;6;2024;4;22;117;2;1;2;1
"TQRMNOQXYHMNLLCDEHIBB00810838";1;1;2024;4;22;97;1;1;2;1
"TQRMNOQXYHMNLLCDEHIBB00810838";1;2;2024;4;22;97;1;1;2;1
"TQRMNOQXYHMNLLCDEHIBB00810838";1;3;2024;4;22;97;1;1;2;1
"TQRMNOQYPHLLKPCDEHIBB00876833";1;1;2024;4;22;141;1;1;2;1
"TQRMNOQYPHMNLLCDEHIBB00810829";1;1;2024;4;22;102;1;2;2;2
"TQRMNOQYPHMNLLCDEHIBB00810829";1;2;2024;4;22;102;1;2;2;2
"TQRMNOQYQHKMKQCDEHIBB00868534";1;1;2024;4;22;103;1;1;1;1
"TQRMNOQYQHKMKQCDEHIBB00868534";1;2;2024;4;22;103;1;1;1;1
"TQRMNOQYQHMNLLCDEHIBB00810902";1;1;2024;4;22;113;1;1;2;1
"TQRMNOQYRHJKKQCDEHIBB00876013";1;1;2024;4;22;160;1;1;1;1
"TQRMNOQYRHKMKQCDEHIBB00869947";1;1;2024;4;22;141;1;1;2;1
