"CODUSU";"NRO_HOGAR";"COMPONENTE";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"RESPONDENTE";"IP_III_04";"IP_III_05";"IP_III_06"
"TQRMNORSYHKOKPCDEFOCD00870483";1;3;2024;4;8;255;3;1;1;1
"TQRMNORSYHKOKPCDEFOCD00870483";1;4;2024;4;8;255;3;1;1;1
"TQRMNORSYHMOLLCDEFOCD00809457";1;1;2024;4;8;367;3;2;2;2
"TQRMNORSYHMOLLCDEFOCD00809457";1;2;2024;4;8;367;3;2;2;1
"TQRMNORSYHMOLLCDEFOCD00809457";1;3;2024;4;8;367;3;2;2;1
"TQRMNORSYHMOLLCDEFOCD00809457";1;4;2024;4;8;367;3;2;2;1
"TQRMNORSYHMOLLCDEFOCD00809457";1;5;2024;4;8;367;3;2;2;1
"TQRMNORTPHMOLLCDEFOCD00809472";1;1;2024;4;8;304;2;2;2;1
"TQRMNORTPHMOLLCDEFOCD00809472";1;2;2024;4;8;304;2;2;2;1
"TQRMNORTPHMOLLCDEFOCD00809472";1;3;2024;4;8;304;2;2;2;1
"TQRMNORTPHMOLLCDEFOCD00809472";1;4;2024;4;8;304;2;2;2;1
"TQRMNORTQHKOKPCDEFOCD00870484";1;1;2024;4;8;295;2;1;1;1
"TQRMNORTQHKOKPCDEFOCD00870484";1;2;2024;4;8;295;2;1;1;1
"TQRMNORTQHKOKPCDEFOCD00870484";1;3;2024;4;8;295;2;1;1;1
"TQRMNORTQHMOLLCDEFOCD00852424";1;1;2024;4;8;252;1;2;2;1
"TQRMNORTQHMOLLCDEFOCD00852424";1;2;2024;4;8;252;1;2;2;1
"TQRMNORTRHKOKPCDEFOCD00871005";1;1;2024;4;8;255;1;1;1;1
"TQRMNORTRHLOKNCDEFOCD00859058";1;1;2024;4;8;344;4;2;2;2
"TQRMNORTRHLOKNCDEFOCD00859058";1;2;2024;4;8;344;4;2;2;1
"TQRMNORTRHLOKNCDEFOCD00859058";1;3;2024;4;8;344;4;1;2;1
"TQRMNORTRHLOKNCDEFOCD00859058";1;4;2024;4;8;344;4;2;2;1
"TQRMNORTRHLOKNCDEFOCD00859058";1;5;2024;4;8;344;4;1;2;1
"TQRMNORTRHMOLLCDEFOCD00852451";1;1;2024;4;8;334;1;1;1;1
"TQRMNORTRHMOLLCDEFOCD00852451";1;2;2024;4;8;334;1;1;2;1
"TQRMNORTRHMOLLCDEFOCD00852451";1;3;2024;4;8;334;1;1;1;1
"TQRMNORTSHMOLLCDEFOCD00809430";1;1;2024;4;8;408;1;2;2;2
"TQRMNORTTHJOKSCDEFOCD00873131";1;1;2024;4;8;231;1;1;2;1
"TQRMNORTVHLOLPCDEFOCD00852375";2;1;2024;4;8;385;1;1;1;1
"TQRMNORTVHLOLPCDEFOCD00852375";2;2;2024;4;8;385;1;1;1;1
"TQRMNORTWHLOLPCDEFOCD00852433";1;1;2024;4;8;330;1;1;2;1
"TQRMNORTWHLOLPCDEFOCD00852433";1;2;2024;4;8;330;1;1;2;1
"TQRMNORTWHLOLPCDEFOCD00852433";1;3;2024;4;8;330;1;1;2;1
"TQRMNORTXHLOLPCDEFOCD00852406";1;1;2024;4;8;330;1;1;2;1
"TQRMNORTXHLOLPCDEFOCD00852406";1;2;2024;4;8;330;1;1;2;1
"TQRMNORTXHLOLPCDEFOCD00852406";1;3;2024;4;8;330;1;1;2;1
"TQRMNORTYHLOLPCDEFOCD00861204";1;1;2024;4;8;295;2;2;2;1
"TQRMNORTYHLOLPCDEFOCD00861204";1;2;2024;4;8;295;2;2;1;2
"TQRMNORTYHLOLPCDEFOCD00861204";1;3;2024;4;8;295;2;1;2;1
"TQRMNORTYHLOLPCDEFOCD00861204";1;4;2024;4;8;295;2;1;2;1
"TQRMNORUPHJOLLCDEFOCD00873472";1;1;2024;4;8;276;1;1;2;1
"TQRMNORUPHJOLLCDEFOCD00873472";1;2;2024;4;8;276;1;1;2;1
"TQRMNORUPHJOLLCDEFOCD00873472";1;3;2024;4;8;276;1;1;2;1
"TQRMNORUPHJOLLCDEFOCD00873472";1;4;2024;4;8;276;1;1;1;1
"TQRMNORUPHJOLLCDEFOCD00873472";1;5;2024;4;8;276;1;1;1;1
"TQRMNORUPHJOLLCDEFOCD00873472";1;6;2024;4;8;276;1;1;2;1
"TQRMNORUTHMLKNCDEFOCD00809505";1;1;2024;4;8;602;2;1;2;1
"TQRMNORUTHMLKNCDEFOCD00809505";1;2;2024;4;8;602;2;1;2;1
"TQRMNORUVHMLKNCDEFOCD00869284";1;1;2024;4;8;556;1;1;1;1
"TQRMNORUVHMLKNCDEFOCD00869284";1;2;2024;4;8;556;1;1;1;1
"TQRMNORUVHMOKUCDEFOCD00809442";1;1;2024;4;8;301;3;2;2;1
"TQRMNORUVHMOKUCDEFOCD00809442";1;2;2024;4;8;301;3;2;2;1
"TQRMNORUVHMOKUCDEFOCD00809442";1;3;2024;4;8;301;3;1;2;1
"TQRMNORUVHMOKUCDEFOCD00809442";1;4;2024;4;8;301;3;1;2;1
"TQRMNORUWHKOKNCDEFOCD00875217";1;1;2024;4;8;390;1;1;1;1
"TQRMNORUWHKOKNCDEFOCD00875217";1;2;2024;4;8;390;1;1;1;1
"TQRMNORUWHKOKNCDEFOCD00875217";1;3;2024;4;8;390;1;1;1;1
"TQRMNORUWHMOKUCDEFOCD00809428";1;1;2024;4;8;393;4;1;2;1
"TQRMNORUWHMOKUCDEFOCD00809428";1;2;2024;4;8;393;4;1;2;1
"TQRMNORUWHMOKUCDEFOCD00809428";1;3;2024;4;8;393;4;1;2;1
"TQRMNORUWHMOKUCDEFOCD00809428";1;4;2024;4;8;393;4;1;2;1
"TQRMNORUYHLKKMCDEFOCD00859115";1;1;2024;4;8;639;1;1;2;1
"TQRMNORVQHJLKQCDEFOCD00877380";1;1;2024;4;8;559;1;1;1;1
"TQRMNORVQHJLKQCDEFOCD00877380";1;2;2024;4;8;559;1;1;1;1
"TQRMNORVQHJLKQCDEFOCD00877380";1;3;2024;4;8;559;1;1;2;1
"TQRMNORVQHJLKQCDEFOCD00877380";1;4;2024;4;8;559;1;1;2;1
"TQRMNORVQHJLKQCDEFOCD00877380";1;5;2024;4;8;559;1;1;2;1
"TQRMNORVRHMMLQCDEFOCD00809480";1;1;2024;4;8;306;2;1;2;1
"TQRMNORVRHMMLQCDEFOCD00809480";1;2;2024;4;8;306;2;1;2;1
"TQRMNORVRHMMLQCDEFOCD00809480";1;3;2024;4;8;306;2;1;2;1
"TQRMNORVTHMMLQCDEFOCD00809450";1;1;2024;4;8;300;1;1;1;1
"TQRMNORVTHMMLQCDEFOCD00809450";1;2;2024;4;8;300;1;1;1;1
"TQRMNORVTHMMLQCDEFOCD00809450";2;1;2024;4;8;310;2;1;1;1
"TQRMNORVTHMMLQCDEFOCD00809450";2;2;2024;4;8;310;2;1;1;1
"TQRMNORVTHMMLQCDEFOCD00809450";2;3;2024;4;8;310;2;2;2;2
"TQRMNORVVHLOKUCDEFOCD00852443";1;1;2024;4;8;438;1;1;2;1
"TQRMNORVVHLOKUCDEFOCD00852443";1;3;2024;4;8;438;1;1;2;1
"TQRMNORVWHLOKUCDEFOCD00875112";1;1;2024;4;8;381;1;2;2;2
"TQRMNORVWHLOKUCDEFOCD00875112";1;2;2024;4;8;381;1;2;2;2
"TQRMNORVWHLOKUCDEFOCD00875112";1;3;2024;4;8;381;1;1;1;1
"TQRMNORVYHKOKSCDEFOCD00867550";1;1;2024;4;8;276;1;1;1;1
"TQRMNORVYHKOKSCDEFOCD00867550";1;2;2024;4;8;276;1;1;1;1
"TQRMNORVYHKOKSCDEFOCD00867550";1;3;2024;4;8;276;1;1;1;1
"TQRMNORVYHKOKSCDEFOCD00867550";1;4;2024;4;8;276;1;1;1;1
"TQRMNORVYHKOKSCDEFOCD00867550";1;5;2024;4;8;276;1;1;1;1
"TQRMNORVYHLOKUCDEFOCD00852356";1;1;2024;4;8;278;1;1;1;1
"TQRMNORWPHKOKSCDEFOCD00870612";1;1;2024;4;8;390;1;1;2;1
"TQRMNORWPHLOKUCDEFOCD00852450";1;2;2024;4;8;337;2;2;2;1
"TQRMNORWPHLOKUCDEFOCD00852450";1;4;2024;4;8;337;2;1;2;1
"TQRMNORWQHKOKSCDEFOCD00871879";1;1;2024;4;8;350;2;1;1;1
"TQRMNORWQHKOKSCDEFOCD00871879";1;2;2024;4;8;350;2;1;1;1
"TQRMNORWQHKOKSCDEFOCD00871879";1;3;2024;4;8;350;2;1;1;1
"TQRMNORWRHKOKSCDEFOCD00871917";1;1;2024;4;8;381;1;1;1;1
"TQRMNORWRHKOKSCDEFOCD00871917";1;2;2024;4;8;381;1;1;1;1
"TQRMNORWRHKOKSCDEFOCD00871917";1;3;2024;4;8;381;1;1;1;1
"TQRMNORWSHJOLQCDEFOCD00872601";1;1;2024;4;8;229;1;2;2;2
"TQRMNORWSHJOLQCDEFOCD00872601";1;2;2024;4;8;229;1;2;2;1
"TQRMNORWTHKMLMCDEFOCD00870528";1;1;2024;4;8;325;1;1;1;1
"TQRMNORWTHKMLMCDEFOCD00870528";1;2;2024;4;8;325;1;1;1;1
"TQRMNORWTHKMLMCDEFOCD00870528";1;3;2024;4;8;325;1;1;1;1
"TQRMNORWTHLOKNCDEFOCD00856667";1;1;2024;4;8;301;1;1;1;1
"TQRMNORWTHLOKNCDEFOCD00856667";1;2;2024;4;8;301;1;1;1;1
"TQRMNORWUHMOLOCDEFOCD00809493";1;1;2024;4;8;282;2;1;2;1
"TQRMNORWUHMOLOCDEFOCD00809493";1;2;2024;4;8;282;2;1;2;1
"TQRMNORWUHMOLOCDEFOCD00809493";1;3;2024;4;8;282;2;1;2;1
"TQRMNORWVHJOLQCDEFOCD00874759";1;1;2024;4;8;248;1;2;2;1
"TQRMNORWVHJOLQCDEFOCD00874759";1;2;2024;4;8;248;1;2;2;1
"TQRMNORWVHJOLQCDEFOCD00874759";1;3;2024;4;8;248;1;1;1;1
"TQRMNORWVHKMKOCDEFOCD00870603";1;1;2024;4;8;240;1;1;2;1
"TQRMNORWVHKMKOCDEFOCD00870603";1;2;2024;4;8;240;1;1;1;1
"TQRMNORWVHKMLMCDEFOCD00871470";1;1;2024;4;8;472;2;1;2;1
"TQRMNORWVHKMLMCDEFOCD00871470";1;2;2024;4;8;472;2;1;2;1
"TQRMNORWVHKMLMCDEFOCD00871470";1;3;2024;4;8;472;2;1;2;1
"TQRMNORWVHKMLMCDEFOCD00871470";1;4;2024;4;8;472;2;1;2;1
"TQRMNORWVHKMLMCDEFOCD00871470";1;5;2024;4;8;472;2;2;2;2
"TQRMNORWVHMOLOCDEFOCD00852381";1;1;2024;4;8;287;1;1;2;1
"TQRMNORWVHMOLOCDEFOCD00852381";1;2;2024;4;8;287;1;1;2;1
"TQRMNORWVHMOLOCDEFOCD00852381";1;3;2024;4;8;287;1;1;2;1
"TQRMNORWWHJOLQCDEFOCD00875024";1;1;2024;4;8;301;3;1;2;1
"TQRMNORWWHJOLQCDEFOCD00875024";1;2;2024;4;8;301;3;1;2;1
"TQRMNORWWHJOLQCDEFOCD00875024";1;3;2024;4;8;301;3;1;1;1
"TQRMNORWWHKMKOCDEFOCD00871004";1;1;2024;4;8;357;1;2;2;2
"TQRMNORWWHMOLOCDEFOCD00809422";1;1;2024;4;8;344;1;2;2;1
"TQRMNORWWHMOLOCDEFOCD00809422";1;2;2024;4;8;344;1;2;2;1
"TQRMNORWWHMOLOCDEFOCD00809422";1;3;2024;4;8;344;1;2;2;1
"TQRMNORWXHKMKOCDEFOCD00872117";1;1;2024;4;8;357;1;1;2;1
"TQRMNORWXHMOLOCDEFOCD00809461";1;2;2024;4;8;284;3;2;2;2
"TQRMNORWXHMOLOCDEFOCD00809461";1;3;2024;4;8;284;3;2;2;1
"TQRMNORWYHKMKOCDEFOCD00871910";1;1;2024;4;8;322;1;1;1;1
"TQRMNORWYHKMKOCDEFOCD00871910";1;2;2024;4;8;322;1;1;1;1
"TQRMNORWYHKMKOCDEFOCD00871910";1;3;2024;4;8;322;1;1;1;1
"TQRMNORWYHKMKOCDEFOCD00871910";1;4;2024;4;8;322;1;1;1;1
"TQRMNORXPHKMKOCDEFOCD00867167";1;1;2024;4;8;280;5;2;2;2
"TQRMNORXPHKMKOCDEFOCD00867167";1;2;2024;4;8;280;5;2;2;1
"TQRMNORXPHKMKOCDEFOCD00867167";1;3;2024;4;8;280;5;1;2;1
"TQRMNORXPHKMKOCDEFOCD00867167";1;4;2024;4;8;280;5;1;1;1
"TQRMNORXPHKMKOCDEFOCD00867167";1;5;2024;4;8;280;5;1;1;1
"TQRMNORXQHMNLPCDEFOCD00809463";1;1;2024;4;8;195;2;1;2;1
"TQRMNORXQHMNLPCDEFOCD00809463";1;2;2024;4;8;195;2;1;2;1
"TQRMNORXQHMNLPCDEFOCD00809463";1;3;2024;4;8;195;2;1;2;1
"TQRMNORXQHMNLPCDEFOCD00809463";1;4;2024;4;8;195;2;1;2;1
"TQRMNORXRHMNLPCDEFOCD00852455";1;1;2024;4;8;189;2;1;1;2
"TQRMNORXRHMNLPCDEFOCD00852455";1;2;2024;4;8;189;1;1;1;2
"TQRMNORXSHMNLPCDEFOCD00809485";1;1;2024;4;8;160;2;1;2;1
"TQRMNORXSHMNLPCDEFOCD00809485";1;2;2024;4;8;160;2;1;2;1
"TQRMNORXSHMNLPCDEFOCD00809485";1;3;2024;4;8;160;2;1;2;1
"TQRMNORXSHMNLPCDEFOCD00809485";1;4;2024;4;8;160;2;1;2;1
"TQRMNORXWHMOLMCDEFOCD00809431";1;1;2024;4;8;306;1;1;1;1
"TQRMNORYTHLOKPCDEFOCD00852363";1;1;2024;4;8;323;1;1;2;1
"TQRMNORYTHLOKPCDEFOCD00852363";1;2;2024;4;8;323;1;1;2;1
"TQRMNORYTHLOKPCDEFOCD00852363";1;3;2024;4;8;323;1;1;2;1
"TQRMNORYTHLOKPCDEFOCD00852363";1;4;2024;4;8;323;1;1;2;1
"TQRMNORYXHKNKMCDEFOCD00877298";1;1;2024;4;8;102;2;1;2;1
"TQRMNORYXHKNKMCDEFOCD00877298";1;2;2024;4;8;102;2;1;2;1
"TQRMNORYXHKNKMCDEFOCD00877298";1;3;2024;4;8;102;2;1;1;1
"TQRMNORYXHKNKMCDEFOCD00877298";1;4;2024;4;8;102;2;1;1;1
"TQRMNORYXHMOLMCDEFOCD00809498";1;1;2024;4;8;311;1;2;1;1
"TQRMNORYXHMOLMCDEFOCD00809498";1;2;2024;4;8;311;1;1;1;1
"TQRMNORYXHMOLMCDEFOCD00809498";1;3;2024;4;8;311;1;1;1;1
"TQRMNORYXHMOLMCDEFOCD00809498";1;4;2024;4;8;311;1;1;1;1
"TQRMNORYYHMOLMCDEFOCD00809467";1;1;2024;4;8;289;2;1;2;1
"TQRMNORYYHMOLMCDEFOCD00809467";1;2;2024;4;8;289;2;1;2;1
"TQRMNORYYHMOLMCDEFOCD00809467";1;3;2024;4;8;289;2;1;2;1
"TQRMNOSPPHMOLMCDEFOCD00809491";1;1;2024;4;8;277;2;1;2;1
"TQRMNOSPPHMOLMCDEFOCD00809491";1;2;2024;4;8;277;2;1;2;1
"TQRMNOSPPHMOLMCDEFOCD00809491";1;3;2024;4;8;277;2;1;1;1
"TQRMNOSPQHMOKUCDEFOCD00809429";1;1;2024;4;8;417;1;1;2;1
"TQRMNOSPQHMOKUCDEFOCD00809429";1;2;2024;4;8;417;1;2;2;2
"TQRMNOSPQHMOKUCDEFOCD00809429";1;3;2024;4;8;417;1;2;2;2
"TQRMNOSPQHMOLMCDEFOCD00809468";1;1;2024;4;8;232;3;2;2;2
"TQRMNOSPQHMOLMCDEFOCD00809468";1;2;2024;4;8;232;3;2;2;2
"TQRMNOSPQHMOLMCDEFOCD00809468";1;3;2024;4;8;232;3;1;1;1
"TQRMNOSPUHKOKOCDEFOCD00870355";1;1;2024;4;8;81;2;1;2;1
"TQRMNOSPUHKOKOCDEFOCD00870355";1;2;2024;4;8;81;2;1;2;1
"TQRMNOSPUHKOKOCDEFOCD00870355";1;3;2024;4;8;81;2;1;2;1
"TQRMNOSPUHKOKOCDEFOCD00870355";1;4;2024;4;8;81;2;1;2;1
"TQRMNOSPUHKOKOCDEFOCD00870355";1;5;2024;4;8;81;2;1;2;1
"TQRMNOSPVHKNKMCDEFOCD00871785";1;1;2024;4;8;113;1;2;2;1
"TQRMNOSPVHKOKOCDEFOCD00868083";1;1;2024;4;8;77;1;1;2;1
"TQRMNOSPVHKOKOCDEFOCD00868083";1;2;2024;4;8;77;1;1;2;1
"TQRMNOSPVHKOKOCDEFOCD00868083";1;3;2024;4;8;77;1;1;2;1
"TQRMNOSPWHKOKOCDEFOCD00870709";1;2;2024;4;8;47;2;1;2;1
"TQRMNOSPXHKNKMCDEFOCD00871481";1;1;2024;4;8;98;1;2;2;1
"TQRMNOSPXHKNKMCDEFOCD00871481";1;2;2024;4;8;98;1;2;2;1
"TQRMNOSPXHKOKOCDEFOCD00866972";1;1;2024;4;8;58;2;1;2;1
"TQRMNOSPXHKOKOCDEFOCD00866972";1;2;2024;4;8;58;2;1;2;1
"TQRMNOSPYHKOKOCDEFOCD00869086";1;1;2024;4;8;66;1;1;2;1
"TQRMNOSPYHKOKOCDEFOCD00869086";1;2;2024;4;8;66;1;1;2;1
"TQRMNOSPYHKOKOCDEFOCD00869086";1;3;2024;4;8;66;1;1;2;1
"TQRMNOSQPHKOLOCDEFOCD00870348";1;1;2024;4;8;567;1;1;2;1
"TQRMNOSQPHKOLOCDEFOCD00870348";1;2;2024;4;8;567;1;1;2;1
"TQRMNOSQPHKOLOCDEFOCD00870348";1;3;2024;4;8;567;1;1;2;1
"TQRMNOSQPHKOLOCDEFOCD00870348";1;4;2024;4;8;567;1;2;2;2
"TQRMNOSQPHKOLOCDEFOCD00870348";1;5;2024;4;8;567;1;2;2;2
"TQRMNOSQQHKMLMCDEFOCD00872880";1;1;2024;4;8;424;1;1;2;1
"TQRMNOSQQHKMLMCDEFOCD00872880";1;2;2024;4;8;424;1;1;2;1
"TQRMNOSQQHKMLMCDEFOCD00872880";1;3;2024;4;8;424;1;1;2;1
"TQRMNOSQQHKMLMCDEFOCD00872880";1;4;2024;4;8;424;1;1;2;1
"TQRMNOSQQHKOLOCDEFOCD00870695";2;1;2024;4;8;407;1;1;2;1
"TQRMNOSQQHKOLOCDEFOCD00870695";2;2;2024;4;8;407;1;1;2;1
"TQRMNOSQQHKOLOCDEFOCD00870695";2;3;2024;4;8;407;1;1;2;1
"TQRMNOSQRHKKKNCDEFOCD00870707";1;1;2024;4;8;207;2;1;1;1
"TQRMNOSQRHKKKNCDEFOCD00870707";1;2;2024;4;8;207;2;1;1;1
"TQRMNOSQRHKKKNCDEFOCD00870707";1;3;2024;4;8;207;2;1;1;1
"TQRMNOSQRHKKKNCDEFOCD00870707";1;4;2024;4;8;207;2;1;1;1
"TQRMNOSQRHKKKNCDEFOCD00870707";1;5;2024;4;8;207;2;1;1;1
"TQRMNOSQSHKOLOCDEFOCD00869556";1;5;2024;4;8;389;5;2;2;2
"TQRMNOSQTHKOLOCDEFOCD00870512";1;1;2024;4;8;465;1;1;2;1
"TQRMNOSQTHKOLOCDEFOCD00870512";1;2;2024;4;8;465;1;1;2;1
"TQRMNOSQTHKOLOCDEFOCD00870512";1;3;2024;4;8;465;1;1;2;1
"TQRMNOSQTHKOLOCDEFOCD00870512";1;4;2024;4;8;465;1;1;2;1
"TQRMNOSQTHKOLOCDEFOCD00870512";1;5;2024;4;8;465;1;1;2;1
"TQRMNOSQXHKKKNCDEFOCD00870141";1;1;2024;4;8;230;1;1;2;1
"TQRMNOSQXHKKKNCDEFOCD00870141";1;2;2024;4;8;230;1;1;2;1
"TQRMNOSQXHMNLPCDEFOCD00852446";1;1;2024;4;8;206;1;1;1;1
"TQRMNOSQXHMNLPCDEFOCD00852446";1;2;2024;4;8;206;1;1;2;1
"TQRMNOSQXHMNLPCDEFOCD00852446";1;3;2024;4;8;206;1;1;2;1
"TQRMNOSQYHKKKNCDEFOCD00873718";1;1;2024;4;8;251;1;1;1;1
"TQRMNOSQYHKKKNCDEFOCD00873718";1;2;2024;4;8;251;1;1;1;1
"TQRMNOSQYHKKKNCDEFOCD00873718";1;3;2024;4;8;251;1;1;2;1
"TQRMNOSRQHKKKNCDEFOCD00874701";1;1;2024;4;8;254;1;1;1;1
"TQRMNOSRQHKKKNCDEFOCD00874701";1;2;2024;4;8;254;1;1;1;1
"TQRMNOSRQHKKKNCDEFOCD00874701";1;3;2024;4;8;254;1;1;1;1
"TQRMNOSRQHMKKPCDEFOCD00809487";1;1;2024;4;8;899;1;1;2;1
"TQRMNOSRQHMKKPCDEFOCD00809487";1;2;2024;4;8;899;1;2;2;1
"TQRMNOSRQHMOLNCDEFOCD00809432";1;1;2024;4;8;318;4;2;2;1
"TQRMNOSRQHMOLNCDEFOCD00809432";1;2;2024;4;8;318;4;2;2;2
"TQRMNOSRQHMOLNCDEFOCD00809432";1;3;2024;4;8;318;4;2;2;1
"TQRMNOSRQHMOLNCDEFOCD00809432";1;4;2024;4;8;318;4;2;2;1
"TQRMNOSRRHLOKUCDEFOCD00852357";1;1;2024;4;8;316;1;1;2;1
"TQRMNOSRSHMKKPCDEFOCD00809478";1;1;2024;4;8;719;1;1;1;1
"TQRMNOSRSHMKKPCDEFOCD00809478";1;2;2024;4;8;719;1;1;1;1
"TQRMNOSRUHMOLNCDEFOCD00871120";1;1;2024;4;8;318;2;1;1;1
"TQRMNOSRUHMOLNCDEFOCD00871120";1;2;2024;4;8;318;2;1;1;1
"TQRMNOSRUHMOLNCDEFOCD00871120";1;3;2024;4;8;318;2;1;2;1
"TQRMNOSRYHLOLMCDEFOCD00852409";1;1;2024;4;8;493;3;1;1;1
"TQRMNOSRYHLOLMCDEFOCD00852409";1;3;2024;4;8;493;3;1;2;1
"TQRMNOSSRHKKKRCDEFOCD00867871";1;1;2024;4;8;554;2;1;1;1
"TQRMNOSSRHKKKRCDEFOCD00867871";1;2;2024;4;8;554;2;1;1;1
"TQRMNOSSRHKKKRCDEFOCD00867871";1;3;2024;4;8;554;2;1;2;1
"TQRMNOSSRHKKKRCDEFOCD00867871";1;4;2024;4;8;554;2;1;2;1
"TQRMNOSTQHLMKOCDEFOCD00852429";1;1;2024;4;8;204;1;1;2;1
"TQRMNOSTQHLMKOCDEFOCD00852429";1;2;2024;4;8;204;1;1;2;1
"TQRMNOSTQHLMKOCDEFOCD00852429";1;3;2024;4;8;204;1;1;2;1
"TQRMNOSTQHLMKOCDEFOCD00852429";1;4;2024;4;8;204;1;2;2;2
"TQRMNOSTTHLMKOCDEFOCD00859478";1;1;2024;4;8;187;1;1;2;1
"TQRMNOSTTHLMKOCDEFOCD00859478";1;2;2024;4;8;187;1;2;2;1
"TQRMNOSTUHLMKOCDEFOCD00852423";1;1;2024;4;8;165;1;2;2;1
"TQRMNOSTUHLMKOCDEFOCD00852423";1;2;2024;4;8;165;1;1;1;1
"TQRMNOSTUHLMKOCDEFOCD00852423";1;3;2024;4;8;165;1;1;1;1
"TQRMNOSTUHMNLPCDEFOCD00852384";1;1;2024;4;8;175;2;1;2;1
"TQRMNOSTUHMNLPCDEFOCD00852384";1;2;2024;4;8;175;2;1;2;1
"TQRMNOSTUHMNLPCDEFOCD00852384";1;3;2024;4;8;175;2;1;2;1
"TQRMNOSTVHMNLPCDEFOCD00852412";1;1;2024;4;8;147;1;1;2;1
"TQRMNOSTVHMNLPCDEFOCD00852412";1;2;2024;4;8;147;1;1;2;1
"TQRMNOSTVHMNLPCDEFOCD00852412";1;3;2024;4;8;147;1;1;1;1
"TQRMNOSTVHMNLPCDEFOCD00852412";1;4;2024;4;8;147;1;1;1;1
"TQRMNOSTWHLLKRCDEFOCD00852421";1;1;2024;4;8;436;1;1;2;1
"TQRMNOSTWHLLKRCDEFOCD00852421";1;2;2024;4;8;436;1;1;1;1
"TQRMNOSTWHLLKRCDEFOCD00852421";1;3;2024;4;8;436;1;1;1;1
"TQRMNOSTXHLLKRCDEFOCD00852403";1;1;2024;4;8;418;3;1;1;1
"TQRMNOSTXHLLKRCDEFOCD00852403";1;2;2024;4;8;418;3;1;1;1
"TQRMNOSTXHLLKRCDEFOCD00852403";1;3;2024;4;8;418;3;1;1;1
"TQRMNOSTXHLLKRCDEFOCD00852403";1;4;2024;4;8;418;3;1;1;1
"TQRMNOSTYHLLKRCDEFOCD00852391";1;1;2024;4;8;469;1;1;2;1
"TQRMNOSTYHLLKRCDEFOCD00852391";1;3;2024;4;8;469;1;1;1;1
"TQRMNOSUQHJOLQCDEFOCD00876969";1;1;2024;4;8;273;3;2;2;2
"TQRMNOSUQHJOLQCDEFOCD00876969";1;2;2024;4;8;273;3;1;1;1
"TQRMNOSUQHJOLQCDEFOCD00876969";1;3;2024;4;8;273;3;1;1;1
"TQRMNOSUWHKOLPCDEFOCD00868008";1;1;2024;4;8;279;2;1;2;1
"TQRMNOSUWHKOLPCDEFOCD00868008";1;2;2024;4;8;279;2;1;2;1
"TQRMNOSUWHKOLPCDEFOCD00868008";1;3;2024;4;8;279;2;1;2;1
"TQRMNOSUYHJMLMCDEFOCD00873657";1;1;2024;4;8;251;1;1;2;1
"TQRMNOSUYHJMLMCDEFOCD00873657";1;2;2024;4;8;251;1;1;2;1
"TQRMNOSUYHJOLQCDEFOCD00873717";1;1;2024;4;8;211;1;1;2;1
"TQRMNOSUYHJOLQCDEFOCD00873717";1;2;2024;4;8;211;1;1;2;1
"TQRMNOSUYHLLKRCDEFOCD00852377";1;1;2024;4;8;353;1;2;2;1
"TQRMNOSUYHLLKRCDEFOCD00852377";1;2;2024;4;8;353;1;2;2;1
"TQRMNOSUYHLLKRCDEFOCD00852377";1;3;2024;4;8;353;1;1;1;1
"TQRMNOSUYHLLKRCDEFOCD00852377";1;4;2024;4;8;353;1;1;1;1
"TQRMNOSVPHKOLPCDEFOCD00869523";1;1;2024;4;8;284;2;1;2;1
"TQRMNOSVPHKOLPCDEFOCD00869523";1;2;2024;4;8;284;2;1;2;1
"TQRMNOSVPHKOLPCDEFOCD00869523";1;4;2024;4;8;284;2;1;2;1
"TQRMNOSVPHKOLPCDEFOCD00869523";1;5;2024;4;8;284;2;1;2;1
"TQRMNOSVPHLLKRCDEFOCD00852392";1;1;2024;4;8;429;1;1;2;1
"TQRMNOSVPHLLKRCDEFOCD00852392";1;2;2024;4;8;429;1;2;2;2
"TQRMNOSVPHLLKRCDEFOCD00852392";1;3;2024;4;8;429;1;1;2;1
"TQRMNOSVPHLMKSCDEFOCD00852439";1;1;2024;4;8;328;2;2;2;1
"TQRMNOSVPHLMKSCDEFOCD00852439";1;2;2024;4;8;328;2;2;2;1
"TQRMNOSVPHLMKSCDEFOCD00852439";1;3;2024;4;8;328;2;2;2;1
"TQRMNOSVPHLMKSCDEFOCD00852439";1;4;2024;4;8;328;2;2;2;2
"TQRMNOSVPHMLKNCDEFOCD00870582";1;1;2024;4;8;746;1;1;2;1
"TQRMNOSVPHMLKNCDEFOCD00870582";1;2;2024;4;8;746;1;1;1;1
"TQRMNOSVPHMLKNCDEFOCD00870582";1;3;2024;4;8;746;1;1;1;1
"TQRMNOSVQHKOLPCDEFOCD00872155";1;1;2024;4;8;301;2;1;2;1
"TQRMNOSVQHKOLPCDEFOCD00872155";1;2;2024;4;8;301;2;1;2;1
"TQRMNOSVQHKOLPCDEFOCD00872155";1;3;2024;4;8;301;2;1;2;1
"TQRMNOSVQHKOLPCDEFOCD00872155";1;4;2024;4;8;301;2;1;2;1
"TQRMNOSVVHLLLOCDEFOCD00852405";1;1;2024;4;8;587;1;1;2;1
"TQRMNOSVVHLMKSCDEFOCD00852378";1;1;2024;4;8;248;1;1;1;1
