ID RENABAP,Provincia,Municipio,Barrio,Localidad,Tipo de UE,Tipo de Proyecto,Nombre de Proyecto,Financiamiento,Estado,Monto Total,Acta de Inicio Real,% Avance físico
1173,Buenos Aires,General San Martín,Costa del Lago,Loma Hermosa,OSC,POT,Obras de intraconexión de agua y cloaca (veredas a confirmar),FISU,Terminado,"$153,868,407.14",29/11/2022,100.00%
1047,Buenos Aires,Lanús,ACUBA,Lanús Oeste,Municipio,PEG,Obras de integracion socio urbana,FISU,En ejecución,"$130,180,333.43",10/7/2023,6.88%
2477,Neuquén,Neuquén,Loteo Social 2,Neuquén,OSC,POT,Obras de conexiones e instalaciones intra lote eléctricas y red peatonal,FISU,En ejecución,"$512,092,856.56",16/3/2023,60.12%
3977/4039,Santa Fe,Casilda,Nueva Roma H/Nueva Roma B,Casilda,Municipio,POT,Red de desagües pluviales y estabilizado,FISU,En ejecución,"$108,896,281.77",7/8/2023,2.04%
1388,Buenos Aires,San Vicente,Villa Coll,Alejandro Korn,Municipio,POT,Nueva Plaza Barrial,FISU,En ejecución,"$2,916,167,324.10",17/2/2023,70.95%
4137,Tucumán,San Felipe y Santa Bárbara,Ampliación Miguel Lillo,Barrio San Felipe,Provincia,POT,"Obras de Red Peatonal, Arbolado público, Parquización y Equipamiento Urbano",FISU,En ejecución,"$148,792,865.83",21/3/2023,60.00%
724,Buenos Aires,Necochea,Los Álamos,Necochea,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua y electricidad, red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$795,429,434.75",20/1/2023,100.00%
878,Buenos Aires,Villarino,Hospital,Medanos,Municipio,POT,"Veredas, Cordón Cuneta, Pavimento, Red de Gas, Playón Deportivo con Equipamiento Urbano y Alumbrado Público

Alumbrado",FISU,En ejecución,"$83,783,512.60",18/5/2023,13.43%
1785/1790/1802/1803/1818/1819/1903/1812,Santa Fe,Rosario,La Cava/La Tacuarita/Roca/Quinta/Libertad/Amistad/El Sol/Vía Honda 2/Vía Honda 2,Rosario,Provincia,POT,Agua Potable - Barrio Toba,FISU,En ejecución,"$132,290,970.65",23/3/2023,7.40%
3091/4505,Formosa,Formosa,San Juan I/San Juan II,Formosa,Municipio,POT,Infraestructura y obras complementarias,FISU,En ejecución,"$138,139,629.36",20/9/2022,58.30%
2648,Río Negro,San Carlos De Bariloche,Alun Ruca,San Carlos De Bariloche,Provincia,POT,Red eléctrica y alumbrado público,FISU,En ejecución,"$521,225,065.88",1/2/2023,99.99%
4798,Corrientes,Mercedes,San Martín 2,Mercedes,Municipio,POT,"Obras de Integración Social y Urbana - Barrio SAN MARTIN 1 - Mercedes, Corrientes",FISU,En ejecución,"$493,951,560.38",12/6/2023,43.79%
1032,Buenos Aires,Moreno,La Porteña,Moreno,OSC,POT,"Red peatonal, arbolado público y equipamiento urbano",FISU,Terminado,"$493,603,207.13",8/9/2022,100.00%
1168,Buenos Aires,Lomas de Zamora,Diecisiete de Noviembre,Ingeniero Budge,OSC,POT,Obras de ecopunto,FISU,En ejecución,"$1,075,019,234.26",7/11/2022,75.94%
1144,Buenos Aires,Moreno,La Unión,Cuartel V,OSC,POT,Obras de centro verde,FISU,En ejecución,"$123,843,762.15",3/10/2022,79.62%
1074,Buenos Aires,Zárate,Nueva Esperanza,Zárate,Coop. de servicios,POT,Red eléctrica y conexiones domiciliarias,FISU,Terminado,"$74,449,832.48",2/12/2022,100.00%
4048,Tucumán,Monteros,Los Eucaliptus,Monteros,Municipio,POT,Proyecto Integral en Barrio Los Eucaliptus,FISU,En ejecución,"$291,420,546.15",30/1/2023,100.00%
2970,Santa Fe,Santa Rosa De Calchines,Los Zapallos,Santa Rosa De Calchines,Municipio,POT,Construcción de Equipamiento Comunitario,FISU,En ejecución,"$448,242,353.23",22/7/2022,60.01%
992,Buenos Aires,Avellaneda,Isla Maciel,Dock Sud,Municipio,POT,Intervención urbana en pasillos Maciel,FISU,En ejecución,"$78,226,091.16",20/7/2023,3.11%
2762,Tucumán,San Miguel De Tucumán,Autopista Sur/ Los Vázquez,San Miguel De Tucumán,Provincia,POT,Club social y deportivo “Los Vazquez,FISU,En ejecución,"$229,741,356.43",3/3/2023,46.71%
,Buenos Aires,General Pueyrredón,,Mar Del Plata,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 336 lotes con servicios,FISU,Terminado,"$210,439,608.55",,
2135,Salta,Pichanal,Comunidad Mbooapi Karanday,Pichanal,Provincia,PEG,Proyecto de integración socio urbana,FISU,En ejecución,"$220,092,662.06",9/1/2023,43.86%
3605,Corrientes,Monte Caseros,Barrio 9,Monte Caseros,OSC,PEG,OBRAS DE INTEGRACIÓN SOCIO URBANA: B° Nueve,FISU,Terminado,"$136,733,170.85",13/5/2022,100.00%
3603/3604,Corrientes,Monte Caseros,Gauchito Gil/Juan Esteban Martínez,Monte Caseros,OSC,PEG,OBRAS DE INTEGRACIÓN SOCIO URBANA: B° El Gauchito Gil,FISU,Terminado,"$210,439,608.55",4/5/2022,100.00%
462,Buenos Aires,Escobar,Villa Bote,Escobar,OSC,POT,Obras de conexiones e instalaciones intra lote a la red electrica y espacio recreativo,FISU,En ejecución,"$1,748,101,688.34",24/10/2022,48.86%
2146,Salta,Salta Capital,Ampliación 20 de Junio,Salta Capital,Municipio,POT,Reacondicionamiento y Refuncionalización Plaza 25 de Mayo,FISU,Terminado,"$734,879,038.63",24/10/2022,100.00%
2545,Río Negro,Balsa Las Perlas,Puente Santa Mónica,Balsa Las Perlas,OSC,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,Terminado,"$2,294,166,391.29",21/7/2022,100.00%
,Buenos Aires,Mercedes,,Mercedes,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 155 lotes con servicios,FISU,Terminado,$0.00,,
,Buenos Aires,La Matanza,,San Justo,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 196 lotes con servicios,FISU,Terminado,"$15,000,000.00",,
3117,Entre Ríos,Concordia,80 Viviendas 2,Concordia,Municipio,POT,Infra de agua y cloaca,FISU,En ejecución,"$71,985,462.76",6/12/2022,85.53%
806,Buenos Aires,Presidente Perón,Las Lomas,Guernica,Municipio,POT,Construcción de Plaza Recreativa,FISU,En ejecución,$0.00,13/10/2022,100.00%
4424,Tucumán,Bella Vista,El Mollar,Bella Vista,Municipio,POT,Obras de Integracion Socio Urbana en barrio El Mollar.,FISU,En ejecución,"$15,000,000.00",3/8/2022,100.00%
3074,Formosa,Formosa,Eva Perón,Formosa,Provincia,POT,"Extensión de la red de desagües cloacales, conexiones domiciliarias, instalaciones intralote y adecuaciones en Estación Elevadora de Líquidos Cloacales (EELC).",FISU,En ejecución,"$126,410,366.03",2/5/2023,43.73%
933,Buenos Aires,Moreno,Santa Paula I,Trujui,Municipio,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$100,118,678.89",17/10/2023,13.27%
180,Buenos Aires,Vicente López,Las Flores,Florida Oeste,Municipio,POT,Obra de Infraestructura eléctrica,FISU,Terminado,"$343,504,311.44",22/3/2023,100.00%
1480,Buenos Aires,Quilmes,Azul,Don Bosco,Municipio,POT,Obras de Infraestructura Urbana,FISU,En ejecución,"$855,764,231.35",6/9/2023,1.70%
4568,Buenos Aires,Merlo,El Mosquito,Libertad,Municipio,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$383,975,078.26",5/10/2023,20.01%
3564,Chubut,Comodoro Rivadavia,Standard Norte,Comodoro Rivadavia,Coop. de servicios,POT,Red de agua y Conexiones domiciliarias,FISU,En ejecución,"$41,139,856.73",20/2/2023,82.27%
989,Buenos Aires,Florencio Varela,Dos de Febrero,Gobernador Costa,OSC,POT,"Obras de red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$159,880,785.11",16/9/2023,52.39%
861,Buenos Aires,General San Martín,El Basural,José León Suárez,OSC,POT,Obras de Equipamiento Comunitario y playón deportivo,FISU,En ejecución,"$102,580,501.67",25/1/2023,67.69%
839,Buenos Aires,General Pueyrredón,Parque Peña,Mar Del Plata,OSC,POT,Obras de intra eléctrica y veredas,FISU,En ejecución,"$991,122,298.55",22/8/2022,100.00%
795,Buenos Aires,General Pueyrredón,Libertad,Mar Del Plata,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado publico y equipamiento urbano",FISU,En ejecución,"$158,177,055.34",14/7/2023,92.77%
787,Buenos Aires,Quilmes,Barracas de Cambaceres,Bernal Oeste,OSC,POT,"Obras de intra agua, cloacas y veredas",FISU,En ejecución,"$75,344,634.66",26/1/2023,61.79%
610,Buenos Aires,General Rodríguez,Seleto de Gaona,General Rodríguez,OSC,POT,"Obras de equipamiento comunitario, red peatonal, arbolado publico y equipamiento urbano",FISU,En ejecución,"$39,350,718.84",2/5/2023,20.01%
4612,Buenos Aires,Bahía Blanca,Más Barrios,Bahía Blanca,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$180,021,618.86",13/3/2023,43.36%
4552,Mendoza,San Martín,Palmira Crece,Palmira,OSC,POT,Obras de Red Peatonal y Arbolado Público,FISU,Terminado,"$107,929,871.57",6/9/2022,100.00%
4531,Mendoza,Las Heras,Cordón de Bonilla,Uspallata,OSC,POT,Obras de conexiones e instalaciones intra lotes eléctricas,FISU,Terminado,"$166,773,659.45",23/9/2022,100.00%
4413,Tucumán,Las Talitas,San Lorenzo,Las Talitas,Municipio,POT,Obras de Red de Alumbrado Publico,FISU,En ejecución,"$173,804,509.17",30/8/2022,100.00%
4395,Buenos Aires,Lomas de Zamora,Juan Manuel de Rosas,Santa Catalina,OSC,POT,Obras de equipamiento comunitario,FISU,En ejecución,"$46,959,829.92",15/7/2022,100.00%
4359,Buenos Aires,Azul,Villa Piazza Sur,Azul,Municipio,POT,"Pavimentación y redes de infraestructura en Barrio Villa Piazza Sur - Localidad Azul , Municipio de Azul-",FISU,En ejecución,"$39,358,925.70",18/4/2023,78.00%
423,Buenos Aires,Tigre,El Garrote,Tigre,OSC,POT,"Obras de conexiones e instalaciones
intra lote de agua y electricidad",FISU,En ejecución,"$22,830,200.59",13/10/2022,67.55%
4178,Entre Ríos,La Paz,La Milagrosa Norte,La Paz,OSC,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad y Obras de red peatonal,FISU,Terminado,"$74,097,860.25",12/8/2022,100.00%
4096,Tucumán,Las Talitas,Los Sánchez,Villa Mariano Moreno/El Colmenar,Municipio,POT,Infraestructura - Loteo Sanchez Las Talitas - Tucuman,FISU,En ejecución,"$1,341,968,171.59",4/7/2023,55.03%
4073,Tucumán,Alderetes,Julio Abraham,Alderetes,OSC,POT,Obras de mejoramiento pluvial y red peatonal (Etapa 2),FISU,Terminado,"$115,354,738.67",8/8/2022,100.00%
4028,Santa Fe,Reconquista,Loteo Belen,Reconquista,OSC,POT,Obras de equipamiento comunitario y playón deportivo,FISU,En ejecución,"$148,543,537.01",5/5/2023,60.19%
3826,Chaco,Villa Ángela,Sargento Cabral,Villa Ángela,OSC,POT,"Obras de Red peatonal, arbolado público y equipamiento urbano",FISU,Terminado,"$400,593,803.18",4/8/2022,100.00%
4342,Buenos Aires,Pilar,Agustoni,Pilar,Municipio,POT,"Alumbrado público, Red peatonal y Equipamiento urbano",FISU,Terminado,"$122,973,737.77",20/10/2023,100.00%
326,Buenos Aires,Brandsen,Santa Isabel,Brandsen,OSC,POT,"Obras de conexiones e instalaciones intra lote a la red eléctrica, red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$284,807,787.28",2/11/2022,83.86%
306,Buenos Aires,General Pueyrredón,Villa Evita,Mar Del Plata,OSC,POT,"Obras de red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$67,068,078.32",30/1/2023,89.31%
3059,Formosa,Formosa,Virgen de Pompeya,Formosa,OSC,POT,"Obras de Red peatonal, arbolado público, equipamiento urbano y parquización",FISU,Terminado,"$131,351,698.32",25/7/2022,100.00%
3051,La Rioja,Capital,Autódromo Norte,La Rioja,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad
y agua",FISU,Terminado,"$194,137,711.83",15/7/2022,100.00%
2995,Santa Fe,Santa Fe,La Villa,Santa Fe,OSC,POT,Obra de Equipamiento comunitario y playón deportivo,FISU,Terminado,"$55,329,833.86",20/7/2022,100.00%
2932,Buenos Aires,Lanús,Villa de La Fe,Monte Chingolo,OSC,POT,"Red peatonal, arbolado publico y equipamiento urbano",FISU,Terminado,"$194,387,053.39",12/9/2022,100.00%
2915,Buenos Aires,General Pueyrredón,Villa Vertiz/Anexo Cariño,Mar Del Plata,OSC,POT,"Obras de conexiones domiciliarias de cloaca a red e instalaciones intra-lote de cloaca , agua y electricidad",FISU,En ejecución,"$109,096,118.60",5/12/2022,88.81%
2871,Buenos Aires,Avellaneda,La Tierrita,Villa Domínico,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y electricidad,FISU,Terminado,"$117,252,766.30",1/8/2022,100.00%
287,Buenos Aires,Zárate,Los Rosales,Zárate,Coop. de servicios,POT,PROVISIÓN DE RED ELÉCTRICA Y ALUMBRADO PÚBLICO,FISU,Terminado,"$40,467,455.05",12/8/2022,100.00%
2854,San Juan,Rawson,Alfonso 13,Médano De Oro,OSC,POT,Construcción de núcleos húmedos.,FISU,En ejecución,"$55,832,095.92",21/4/2023,61.23%
2833,San Luis,San Luis,La Vecindad,San Luis,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua, electricidad, red peatonal y arbolado público",FISU,Terminado,"$111,304,543.83",11/8/2022,100.00%
2781,Tucumán,San Miguel De Tucumán,Once de Enero,San Miguel De Tucumán,OSC,POT,veredas,FISU,Terminado,"$73,085,326.71",14/9/2022,100.00%
269,Buenos Aires,San Nicolás,Evita,San Nicolás De Los Arroyos,OSC,POT,intra agua cloacas y electricidad,FISU,En ejecución,"$552,962,865.78",19/12/2022,91.70%
2578,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Barrio Obrero,Villa Lugano,OSC,POT,Obras de equipamiento comunitario,FISU,En ejecución,"$74,739,025.58",6/10/2023,20.87%
2390,Corrientes,Corrientes,Patono 1,Corrientes,OSC,POT,Obras de Playón deportivo cubierto y espacio recreativo Barrio Patono I,FISU,En ejecución,"$110,334,595.85",10/2/2023,21.00%
2213,Chaco,Resistencia,Edison,Resistencia,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y eléctricas,FISU,Terminado,"$61,019,821.92",1/7/2022,100.00%
198/1570,Buenos Aires,Ensenada,Arenero y El Zanjón,Ensenada/Punta Lara,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,Terminado,"$74,463,265.67",4/4/2023,100.00%
1798,Santa Fe,Rosario,La Lagunita,Rosario,OSC,POT,"Obras de conexiones e Instalaciones intra lote eléctricas, red peatonal, arbolado público y equipamiento urbano",FISU,Terminado,"$89,293,337.81",27/6/2022,100.00%
150/1045,Buenos Aires,Mercedes,Geo/ Pampita,Gowland,OSC,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal y arbolado público.",FISU,Terminado,"$172,853,866.43",24/6/2022,100.00%
1469,Buenos Aires,Lanús,Eva Perón,Lanús Oeste,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua, cloaca y electricidad",FISU,Terminado,"$144,942,876.74",2/2/2023,100.00%
1371,Buenos Aires,José C. Paz,San Pantaleón III,José C. Paz,OSC,POT,Obras de intra eléctrica,FISU,Terminado,"$45,657,142.85",12/8/2022,100.00%
1177,Buenos Aires,Merlo,Loma Grande,Merlo,OSC,POT,"Obras de red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$122,448,954.54",12/8/2022,84.69%
397,Buenos Aires,San Isidro,Veinte de Junio,Beccar,OSC,POT,intra eléctrica + sum,FISU,Terminado,"$287,328,335.17",2/5/2022,100.00%
1126/1414,Buenos Aires,San Vicente/Almirante Brown,Mataderos/El Progreso,Alejandro Korn/Glew,OSC,POT,Obras de conexiones domiciliarias e instalaciones intra-lote de electricidad y cloaca,FISU,Terminado,"$156,040,198.41",20/10/2022,100.00%
1088,Buenos Aires,La Plata,La Victoria,Arturo Seguí,OSC,POT,Red peatonal,FISU,En ejecución,"$137,521,507.46",19/9/2022,81.64%
1078,Buenos Aires,Lobos,Hipódromo,Lobos,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua, eléctricas y red
peatonal",FISU,Terminado,"$125,772,629.14",22/2/2023,100.00%
1001/999,Buenos Aires,Berisso,Villa Nueva/Villa Arguello,Berisso,OSC,POT,Obras de red peatonal y equipamiento urbano,FISU,En ejecución,"$217,819,883.32",28/9/2023,20.25%
4759,Buenos Aires,Olavarría,Matadero,Olavarría,OSC,POT,Obras de coneciones e instalaciones intralote de agua y electricidad,FISU,Terminado,"$146,838,646.38",25/10/2022,100.00%
1180,Buenos Aires,Zárate,Reysol,Zárate,OSC,POT,Obras de equipamiento comunitario y playón deportivo,FISU,Terminado,"$103,301,422.97",23/8/2022,100.00%
3204,Jujuy,Palpalá,Dieciocho de Noviembre,Palpalá,OSC,POT,Obras de equipamiento comunitario,FISU,En ejecución,"$209,253,307.70",18/1/2023,67.97%
1349,Buenos Aires,La Matanza,Nicoll,Virrey Del Pino,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua, red peatonal y arbolado público.",FISU,En ejecución,"$38,472,678.34",31/7/2023,61.87%
1349,Buenos Aires,La Matanza,Nicoll,Virrey Del Pino,OSC,POT,Obras de equipamiento comunitario y playón deportivo,FISU,Terminado,"$40,530,763.20",29/8/2022,100.00%
1328,Buenos Aires,La Matanza,Los Ceibos II,González Catán,OSC,POT,SUM + Playón  + Veredas,FISU,En ejecución,"$183,476,546.68",19/1/2023,76.14%
1335,Buenos Aires,La Matanza,El Trébol,Rafael Castillo,OSC,POT,Obras de equipamiento comunitario y playon,FISU,En ejecución,"$320,941,334.08",16/12/2022,61.36%
1324,Buenos Aires,La Matanza,Justo Villegas,San Justo,OSC,POT,Obras de Equipamiento comunitario,FISU,En ejecución,"$119,275,960.09",31/8/2022,96.06%
928,Buenos Aires,Moreno,Veintitrés de Diciembre,Cuartel V,OSC,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal y arbolado públicol",FISU,En ejecución,"$190,070,269.10",28/10/2022,68.79%
1786,Santa Fe,Rosario,Los Pumitas,Rosario,OSC,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,En ejecución,"$128,188,172.88",21/6/2022,60.00%
2001,Misiones,Posadas,Chacra 158,Posadas,OSC,POT,Obras de intraconexiones electricas,FISU,Terminado,"$151,545,963.08",1/8/2022,100.00%
1153,Buenos Aires,Tigre,Sagrada Familia,Los Troncos Del Talar,OSC,POT,Obra de equipamiento comunitario y playon deportivo,FISU,Terminado,"$127,220,630.49",31/10/2022,100.00%
4580,Salta,Profesor Salvador Mazza,Veintiocho de Marzo,Profesor Salvador Mazza,OSC,POT,Obras de red peatonal y arbolado,FISU,En ejecución,"$155,846,432.03",17/2/2023,100.00%
381,Buenos Aires,La Matanza,Hijos de Sarmiento,Ciudad Madero,OSC,POT,Obras de equipamiento comunitario y playón deportivo,FISU,En ejecución,"$90,643,743.37",18/10/2022,99.00%
594,Buenos Aires,Tandil,Villa Laza,Tandil,OSC,POT,Obras de red peatonal,FISU,En ejecución,"$228,629,129.97",9/1/2023,60.18%
4296,Buenos Aires,General Pueyrredón,Santa Rosa del Mar,Mar Del Plata,OSC,POT,Obras de Equipamiento Comunitario: Ampliación y mejoramiento de comedor,FISU,En ejecución,"$130,406,973.95",29/5/2023,87.66%
4549,Buenos Aires,General San Martín,Ocho de Mayo,Loma Hermosa,OSC,POT,Obras de conexiones e instalaciones intra lote de Cloaca y Agua,FISU,Terminado,"$271,278,029.79",21/7/2022,100.00%
891,Buenos Aires,Hurlingham,San Damián,William Morris,OSC,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$79,438,514.46",14/11/2022,66.86%
1522,Buenos Aires,Escobar,Villa Alegre,Escobar,Municipio,PEG,"Red vial, agua potable y desague pluvial",FISU,En ejecución,"$33,267,776.70",9/1/2023,62.12%
384,Buenos Aires,Pehuajó,Barrio Cumba,Pehuajó,Municipio,PEG,Obras integración socio urbana,FISU,En ejecución,"$157,249,846.64",18/10/2023,36.84%
644,Buenos Aires,General San Martín,Ciudad de Dios,José León Suárez,OSC,POT,"Obras de Espacios recreativos y deportivos, Red Peatonal y Alumbrado Público",FISU,En ejecución,"$105,982,567.18",28/4/2022,50.00%
122,Buenos Aires,Avellaneda,Inflamable,Dock Sud,Municipio,POT,PAVIMENTO SOBRE CAMPANA ENTRE GENOVA Y LARROQUE.,FISU,Terminado,"$186,803,935.69",1/12/2022,100.00%
680/526/1160/1130,Buenos Aires,San Vicente,San José I/San José 2/San José FFCC/ Versalles,Alejandro Korn,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,"$687,188,245.55",24/4/2023,28.66%
1430/4242,Buenos Aires,Almirante Brown,Ciudad Oculta/Betharram,Burzaco,Municipio,POT,Obras de integración Urbana y Barrios Populares,FISU,En ejecución,"$405,025,382.22",15/3/2023,59.44%
,Misiones,Montecarlo,,Montecarlo,Municipio,LOTES,Ejecución de infraestructura para 247 lotes con servicios,FISU,En ejecución,"$91,069,175.38",26/10/2022,50.04%
4574,Buenos Aires,Merlo,Los Eucaliptus,Mariano Acosta,Municipio,POT,"Construcción de veredas, iluminación, colocación de mobiliario urbano y forestación en barrio Los Eucaliptos",FISU,En ejecución,"$58,896,009.04",28/4/2023,55.16%
1198,Buenos Aires,Merlo,Samoré,Merlo,Municipio,POT,Obras de integración socio urbanas,FISU,En ejecución,"$5,554,365,583.14",28/4/2023,39.20%
1195,Buenos Aires,Merlo,Santa Cecilia,Mariano Acosta,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,"$2,378,902,260.36",29/5/2023,19.41%
852,Buenos Aires,General Pueyrredón,Las Heras,Mar Del Plata,OSC,POT,"Obras de conexiones e instalaciones intra lote a la red electrica, cloacal y agua y red peatonal",FISU,Terminado,"$553,794,768.19",7/2/2022,100.00%
3644,Entre Ríos,Gualeguaychú,Asentamiento Norte Santiago Diaz y Federación,Gualeguaychú,Municipio,POT,Obras de integración socio urbanas,FISU,En ejecución,"$34,169,408.99",3/5/2023,21.09%
,Buenos Aires,Olavarría,,Olavarría,Municipio,LOTES,Ejecución de infraestructura para 112 lotes con servicios,FISU,En ejecución,"$136,067,713.26",15/11/2022,80.94%
4024,Santa Fe,Reconquista,Barrio Nuevo,Reconquista,Municipio,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$50,017,833.38",8/5/2023,62.46%
3909/3910/3911,Misiones,Puerto Esperanza,Arroyito/Bergue/Rolon Varga,Puerto Esperanza,Municipio,POT,"Nexo de agua, tanques y extensión de red en los barrios",FISU,Terminado,"$175,529,415.06",1/8/2022,100.00%
4128,Tucumán,Tafí Viejo,Barrio Calpini,Tafí Viejo,Municipio,POT,"Obra de Alumbrado Público, Conexiones eléctricas intra domiciliarias, Red de Agua Potable",FISU,En ejecución,"$385,620,426.21",3/4/2023,33.46%
4549,Buenos Aires,General San Martín,Ocho de Mayo,Loma Hermosa,Municipio,POT,Plaza Mercedes Sosa y veredas aledañas,FISU,En ejecución,"$285,092,915.30",26/1/2023,64.43%
806,Buenos Aires,Presidente Perón,Las Lomas,Guernica,Municipio,POT,Alumbrado Público Barrio Las Lomas,FISU,Terminado,"$737,319,582.22",4/7/2022,100.00%
2736,Catamarca,San Fernando Del Valle De Catamarca,Loteo Suxe,San Fernando Del Valle De Catamarca,Provincia,POT,Integración Socio- Urbana  Loteo Sussex,FISU,En ejecución,"$238,736,980.76",8/12/2022,50.77%
4259,San Juan,Ullum,Villa Santa Rosa,Ullum,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad y agua.,FISU,Terminado,"$75,753,265.98",15/7/2022,100.00%
3743,Río Negro,El Bolsón,San José,El Bolsón,Municipio,POT,"Mensura, Extensión de red de agua, Conexiones e Instalaciones Intra lote de agua.Intralote de agua hasta tanque",FISU,En ejecución,"$921,163,252.61",24/6/2022,100.00%
199,Buenos Aires,Malvinas Argentinas,La Gótica,Villa De Mayo,OSC,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal, arbolado público y equipamiento urbano",FISU,Terminado,"$647,881,529.17",4/7/2022,100.00%
2659/2645/2644/2643,Río Negro,San Carlos De Bariloche,San Cayetanito/ Villa Gas/ Mz 200/ Barda Este,San Carlos De Bariloche,OSC,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,Terminado,"$420,657,215.80",4/7/2022,100.00%
4429,Mendoza,San Martín,Bonano,Chapanay,OSC,POT,Obras de Red peatonal y Arbolado Público,FISU,Terminado,"$297,955,335.63",10/6/2022,100.00%
430,Buenos Aires,General Pueyrredón,Dos de Abril,Mar Del Plata,OSC,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,Terminado,"$60,970,417.70",22/8/2022,100.00%
3795,Chaco,General José de San Martín,La 12,General José de San Martín,OSC,POT,Obras de conexiones e instalaciones intra lote a la red de agua y red electrica,FISU,Terminado,"$47,139,634.69",16/6/2022,100.00%
3256,Jujuy,Monterrico,San Martín,Monterrico,OSC,POT,Obras de Red Peatonal y Espacio Recreativo,FISU,Terminado,"$36,770,185.49",26/5/2022,100.00%
2570,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Villa 21/24,Barracas,OSC,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,Terminado,"$253,932,105.04",5/9/2022,100.00%
2493,Neuquén,Neuquén,Ruca Antu,Neuquén,OSC,POT,Obras de conexiones domiciliarias de electricidad a red e instalaciones intra-lote de electricidad,FISU,En ejecución,"$31,156,970.32",22/11/2022,100.00%
213,Buenos Aires,Baradero,La Igualdad,Baradero,Municipio,POT,"Intra de Agua, cloaca",FISU,Terminado,"$84,933,900.70",25/8/2022,100.00%
4310/4311,Buenos Aires,Baradero,Tobares/ Don Pedro,Baradero,Municipio,POT,"Intra de Agua, cloaca",FISU,En ejecución,"$143,605,944.17",20/10/2022,47.90%
2996,Santa Fe,Santa Fe,La Ranita,Santa Fe,OSC,POT,Obras de equipamiento comunitario,FISU,Terminado,"$61,623,265.50",8/4/2022,100.00%
2307,Chaco,Barranqueras,San Cayetano 2,Barranqueras,OSC,POT,Obras de red peatonal,FISU,Terminado,"$131,842,067.45",21/5/2022,100.00%
4410,Tucumán,Tafí Viejo,Villa Muñecas Norte,Tafí Viejo,OSC,POT,Obras de red peatonal,FISU,Terminado,"$106,476,288.06",5/5/2022,100.00%
1168,Buenos Aires,Lomas de Zamora,Diecisiete de Noviembre,Ingeniero Budge,OSC,POT,Obras de conexiones e instalaciones intra lote a la red electrica,FISU,Terminado,"$63,726,466.88",22/4/2022,100.00%
273,Buenos Aires,Lomas de Zamora,Santa Catalina,Santa Catalina,OSC,POT,"Obras de Red Peatonal, Arbolado y Equipamiento urbano",FISU,Terminado,"$188,203,975.92",11/8/2022,100.00%
1475,Buenos Aires,Pilar,El Manzanar,Villa Rosa,Municipio,POT,Cordón Cuneta y Veredas,FISU,En ejecución,"$163,705,880.48",6/2/2023,100.00%
77,Buenos Aires,La Plata,Las Rosas,José Melchor Romero,Coop. de servicios,POT,Extensión de Red de Agua,FISU,En ejecución,"$82,228,630.87",1/9/2022,81.86%
