ID RENABAP,Provincia,Municipio,Barrio,Localidad,Tipo de UE,Tipo de Proyecto,Nombre de Proyecto,Financiamiento,Estado,Monto Total,Acta de Inicio Real,% Avance físico
,Buenos Aires,General Rodríguez,,General Rodríguez,OSC,LOTES,Ejecución de infraestructura para 110 lotes con servicios,FISU,En ejecución,"$1,373,850,228.34",28/8/2023,20.70%
4419,Tucumán,Bella Vista,Colonia Eucalipto,Bella Vista,Municipio,POT,Obras de integración Socio Urbana - Barrio Eucalipto,FISU,En ejecución,"$959,998,763.76",22/2/2023,79.27%
,Córdoba,Córdoba Capital,,Córdoba Capital,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 250 lotes con servicios,FISU,Terminado,"$351,006,817.10",,
2922,Buenos Aires,Magdalena,Monoblock,Magdalena,Municipio,POT,Obras de integracion socio urbana,FISU,En ejecución,"$118,954,120.56",29/5/2023,78.72%
4834/4835,Río Negro,Cipolletti,Obrero A y B,Cipolletti,OSC,POT,Obras Pluviales y Viales,FISU,En ejecución,"$920,688,088.83",21/2/2023,61.16%
584,Buenos Aires,Almirante Brown,Pueblo Unido,Glew,OSC,POT,“Obras de Infraestructura”,FISU,En ejecución,"$1,231,849,071.54",29/3/2023,70.24%
1501,Buenos Aires,Pergamino,Jorge Newbery,Pergamino,Coop. de servicios,POT,Proyecto de Provición de Red Eléctrica,FISU,En ejecución,"$451,729,742.85",25/1/2023,84.46%
3462/3378/3481,Mendoza,Maipú,Estación Pedregal/Pedro Varela/5 de Diciembre,Rodeo Del Medio,Municipio,POT,Red Eléctrica,FISU,En ejecución,"$355,811,298.49",4/12/2023,23.95%
3615,Corrientes,Paso De Los Libres,508,Paso De Los Libres,Municipio,POT,"Obras de integración socio urbana

Cuneta-Vereda",FISU,En ejecución,"$73,232,329.27",28/4/2023,44.86%
1524,Buenos Aires,Merlo,Primero de Mayo,Libertad,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,"$17,969,893.73",29/5/2023,33.63%
,Buenos Aires,San Vicente,,San Vicente,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 1500 lotes con servicios,FISU,Terminado,"$922,819,859.67",,
4097,Tucumán,Las Talitas,Ampliación Nueva Esperanza,Villa Mariano Moreno/El Colmenar,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado público.",FISU,En ejecución,"$269,460,879.93",9/6/2023,63.77%
579,Buenos Aires,Quilmes,San Sebastián II,Bernal Oeste,OSC,POT,Obras de Espacio Recreativo y Playón Deportivo,FISU,En ejecución,"$146,217,476.10",25/10/2023,20.30%
378,Buenos Aires,Berisso,Santa Cruz,Berisso,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado publico y equipamiento urbano",FISU,En ejecución,"$416,279,136.48",28/4/2023,60.39%
1341,Buenos Aires,San Vicente,La Laurita,Alejandro Korn,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, mejoramiento de calles, red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$209,514,598.53",24/7/2023,62.64%
2715,Entre Ríos,Paraná,Santa Lucía,Paraná,OSC,POT,"Obras de Conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado publico",FISU,En ejecución,"$133,263,146.98",23/8/2023,2.09%
2455,Neuquén,Vista Alegre,Parque La Reserva,Vista Alegre,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$47,564,279.75",3/7/2023,64.05%
3781,Chaco,General Pinedo,Pinedo Viejo,General Pinedo,OSC,POT,Obras de integración socio-urbana,FISU,En ejecución,"$319,183,791.83",9/6/2023,36.43%
4298,Río Negro,General Roca,Toma de Aeroclub,General Roca,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$99,253,172.08",26/5/2023,22.38%
4277,Córdoba,Córdoba Capital,Parque Las Rosas,Córdoba Capital,OSC,POT,Nucleos humedos,FISU,Terminado,"$231,326,755.47",27/1/2023,100.00%
1619,Córdoba,Córdoba Capital,Nuevo Progreso,Córdoba Capital,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$368,149,967.68",9/10/2023,20.01%
4285,Córdoba,Córdoba Capital,El Milagro,Córdoba Capital,OSC,POT,Obras de Equipamiento comunitario,FISU,En ejecución,"$495,251,540.44",4/9/2023,60.90%
1677,Córdoba,Córdoba Capital,Nueva Esperanza,Córdoba Capital,OSC,POT,Obras de Equipamiento comunitario,FISU,En ejecución,"$352,286,652.31",17/7/2023,60.21%
510/305,Buenos Aires,Berazategui,Compal y tres de junio 2,Plátanos,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$94,630,343.03",5/8/2023,100.00%
2586,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Barrio Fátima,Villa Soldati,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, Red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$60,660,434.66",12/6/2023,85.00%
3508,Santiago del Estero,Monte Quemado,Barrio Municipal,Monte Quemado,OSC,POT,Obras de integración socio-urbana,FISU,En ejecución,"$248,716,937.40",16/8/2023,50.96%
1904,Santa Fe,Rosario,San Francisquito Vera Mujica,Rosario,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado público",FISU,En ejecución,"$286,708,397.54",8/9/2023,75.00%
1693,Córdoba,Córdoba Capital,Parque Liceo Segunda Sección,Córdoba Capital,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano.",FISU,Terminado,"$83,437,085.82",27/2/2023,100.00%
3499,Santiago del Estero,La Banda,El Tabique,La Banda,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, Red peatonal y arbolado público",FISU,En ejecución,"$136,208,011.68",29/3/2023,93.89%
183,Buenos Aires,San Andrés de Giles,Estación Solís,Solís,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,"$382,547,896.73",30/5/2023,69.00%
2952,Buenos Aires,General San Martín,Villa Tropezón,Villa Ayacucho,Municipio,PEG,Obras de integración socio urbana,FISU,En ejecución,"$1,194,199,116.72",12/7/2023,22.88%
462,Buenos Aires,Escobar,Villa Bote,Escobar,Municipio,PEG,Obras de integracion socio urbana,FISU,En ejecución,"$595,943,204.41",27/9/2023,6.41%
377,Buenos Aires,Florencio Varela,Los Tronquitos 1,La Capilla,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento",FISU,En ejecución,"$237,875,616.16",14/7/2023,60.12%
2553,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Saldías,Recoleta,OSC,POT,Obras de integracion socio urbana,FISU,En ejecución,"$156,928,679.43",31/7/2023,95.00%
2975,Santa Fe,Santa Fe,Los Troncos,Santa Fe,OSC,POT,veredas y arbolado,FISU,En ejecución,"$105,759,193.67",13/2/2023,86.61%
487,Buenos Aires,Florencio Varela,La Esperanza,Ingeniero Allan,OSC,POT,Obras de red peatonal y arbolado publico,FISU,En ejecución,"$192,576,306.48",21/6/2023,60.59%
751/263,Buenos Aires,Esteban Echeverría,San Ignacio/La Morita,El Jagüel,Municipio,PEG,"Demolicion y cicatrizacion de viviendas, equipamiento comunitario e infraestructura de agua y cloaca con intraslotes",FISU,En ejecución,"$2,889,651,611.49",14/4/2023,70.45%
754,Buenos Aires,La Matanza,9 de Mayo II,Rafael Castillo,OSC,POT,"Obras de conexiones e intalaciones de intra lote de electricidad, red peatonal, arbolado publico y equipamiento urbano",FISU,En ejecución,"$353,321,908.15",16/6/2023,63.53%
3016,Santa Fe,Santa Fe,Abasto,Santa Fe,OSC,POT,Obras de red peatonal y equipamiento urbano,FISU,En ejecución,"$114,901,647.73",10/4/2023,89.07%
2968,Santa Fe,Sauce Viejo,Margarita,Sauce Viejo,OSC,POT,"Obras de red peatonal, arbolado público, equipamiento urbano y espacio recreativo",FISU,En ejecución,"$76,676,242.06",10/2/2023,82.82%
3236,Jujuy,Palpalá,San Roque,Palpalá,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y arbolado público.",FISU,Terminado,"$307,461,863.14",31/3/2023,100.00%
886,Buenos Aires,Lomas de Zamora,Soledad,Villa Fiorito,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad y red peatonal.,FISU,En ejecución,"$194,929,314.73",13/6/2023,60.56%
471,Buenos Aires,Lomas de Zamora,Libre Amanecer,Villa Fiorito,OSC,POT,Obras de conexiones e intalaciones de intra lote de electrica,FISU,En ejecución,"$175,752,917.90",13/4/2023,100.00%
4392,Buenos Aires,Lomas de Zamora,Diecisiete de Marzo,Villa Fiorito,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad y agua,FISU,En ejecución,"$150,820,605.08",27/2/2023,100.00%
1165,Buenos Aires,Lomas de Zamora,Tres de Enero,Villa Fiorito,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y electricidad (etapa 2),FISU,En ejecución,"$491,444,365.19",12/6/2023,62.98%
716/1407,Buenos Aires,Esteban Echeverría,Siglo XX/La Paz,El Jagüel,OSC,POT,"Obras de Equipamiento comunitario, conexiones e instalaciones intra lote de cloaca y agua",FISU,En ejecución,"$340,968,828.60",25/8/2023,60.00%
4484,Buenos Aires,Cañuelas,La Pradera,Máximo Paz,OSC,POT,"Obras de Equipamiento Comunitario, Espacio Recreativo y Red Peatonal.",FISU,En ejecución,"$608,945,868.17",24/4/2023,60.78%
,Buenos Aires,Zárate,,Zárate,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 188 lotes con servicios,FISU,Terminado,"$188,329,854.60",,
,Buenos Aires,General Rodríguez,,General Rodríguez,SIN UE,LOTES (Adq.),Adquisición de predio para la construcción de 110 lotes con servicios,FISU,Terminado,"$201,915,087.37",,
,Buenos Aires,General Pueyrredón,,Mar Del Plata,OSC,LOTES,Ejecución de infraestructura para 64 lotes con servicios,FISU,En ejecución,"$167,883,592.76",11/1/2023,58.79%
4023,Santa Fe,Reconquista,San Francisco,Reconquista,Municipio,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$542,858,848.56",27/2/2023,90.49%
,Buenos Aires,Moreno,,Cuartel V,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 105 lotes con servicios,FISU,En ejecución,"$1,427,613,324.48",11/9/2023,20.06%
,Buenos Aires,La Plata,,Altos de San Lorenzo,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 248 lotes con servicios,FISU,En ejecución,"$1,944,427,684.61",11/8/2023,60.33%
,Misiones,Candelaria,,Bondpland,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 195 lotes con servicios,FISU,En ejecución,"$5,396,384,422.74",1/8/2023,24.38%
4507,Tucumán,San Miguel De Tucumán,Ampliación Muñecas III,San Miguel De Tucumán,OSC,POT,Construccion de Nucleos Humedos,FISU,En ejecución,"$296,108,737.76",4/1/2023,73.66%
48/1185/1456,Buenos Aires,Campana,Veintiuno de septiembre / Santa Lucía 2 / San Cayetano,Campana,Coop. de servicios,POT,Red de Alumbrado Público y Fibra Óptica,FISU,En ejecución,"$256,981,129.35",16/2/2023,26.16%
45,Buenos Aires,Lomas de Zamora,Nueva Fiorito,Villa Fiorito,OSC,POT,Obras de conexiones e instalaciones intra lote de agua,FISU,En ejecución,"$221,919,837.37",9/5/2023,100.00%
4101,Tucumán,Concepción,Avenida Las Américas,Concepción,Municipio,POT,Obras de Integración Socio urbanas,FISU,En ejecución,"$243,321,511.81",23/12/2022,100.00%
3968,Neuquén,Rincón De Los Sauces,Las Bardas,Rincón De Los Sauces,OSC,POT,Obras de Red peatonal y arbolado público,FISU,En ejecución,"$124,549,175.50",9/10/2023,4.38%
3963,Neuquén,Rincón De Los Sauces,Veintiseis de Abril,Rincón De Los Sauces,OSC,POT,Obras de Red peatonal y arbolado público,FISU,En ejecución,"$63,429,747.88",29/5/2023,22.09%
3558,Chubut,Comodoro Rivadavia,Extensión Stella Maris 2,Comodoro Rivadavia,Coop. de servicios,POT,Obras de integración socio urbana,FISU,Terminado,"$92,218,292.81",30/1/2023,100.00%
3184,Jujuy,San Salvador De Jujuy,Suipacha,San Salvador De Jujuy,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y electricidad.,FISU,En ejecución,"$52,751,774.44",14/4/2023,96.23%
3054/3042,La Rioja,Capital,Mauro Peña/Circunvalación,La Rioja,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua, electricidad, red peatonal y arbolado público.",FISU,En ejecución,"$138,893,318.38",21/3/2023,86.05%
2782,Tucumán,San Miguel De Tucumán,Alma Fuerte de Villa Urquiza,San Miguel De Tucumán,OSC,POT,Construccion de NUCLEOS HUMEDOS,FISU,En ejecución,"$268,487,795.62",17/1/2023,90.37%
2335/2364,Chaco,Fontana,Barrio Santa Bárbara 1 y 2,Fontana,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua y electricidad, red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$115,389,246.56",16/1/2023,100.00%
,Buenos Aires,La Plata,,Los Hornos,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 94 lotes con servicios,FISU,En ejecución,"$1,047,067,767.40",29/2/2024,14.12%
,Mendoza,Las Heras,,El Challao,OSC,LOTES,Ejecución de infraestructura para 120 lotes con servicios,FISU,Terminado,"$25,186,008.78",12/12/2022,100.00%
4074,Tucumán,Alderetes,Virgen del Rosario,Alderetes,Municipio,POT,Obras de Integracion Socio Urbana,FISU,En ejecución,"$1,869,004,336.70",22/2/2023,76.60%
5692,Neuquén,Chos Malal,El Sauce,Chos Malal,Municipio,PEG,"Obras de integracion Socio Urbana, Red peatonal, Red vial, Red de agua, Sistema pluvial, Red cloacal, Red electrica y alumbrado, Equipamiento comunitario, vivienda nueva",FISU,En ejecución,"$1,237,243,873.52",14/8/2023,14.95%
3614,Corrientes,Paso De Los Libres,Barrio Luján,Paso De Los Libres,Municipio,POT,"Construcción de Red de desague pluvial, Red Peatonal y Extensión de Red Cloacal",FISU,En ejecución,"$204,332,688.96",23/5/2023,20.54%
1561,Buenos Aires,General San Martín,La Carcova,José León Suárez,OSC,POT,Obras de Equipamiento educativo: Escuela Primaria N°51.,FISU,En ejecución,"$212,611,068.63",11/4/2023,95.54%
,Buenos Aires,Cañuelas,,Cañuelas,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 500 lotes con servicios,FISU,En ejecución,"$7,775,841,319.67",20/6/2023,48.59%
,Córdoba,Córdoba Capital,,Córdoba Capital,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 155 lotes con servicios,FISU,En ejecución,"$1,892,642,074.01",20/12/2023,24.53%
,Santa Fe,Santa Fe,,Monte Vera,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 141 lotes con servicios,FISU,En ejecución,"$1,822,816,653.62",22/2/2024,21.40%
,Chaco,Maipú,,Tres Isletas,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 89 lotes con servicios,FISU,En ejecución,"$768,182,564.80",15/4/2024,8.42%
,Corrientes,Mercedes,,Mercedes,Municipio,LOTES,Ejecución de infraestructura para 40 lotes con servicios,FISU,En ejecución,"$209,418,471.99",27/3/2023,80.37%
,Buenos Aires,Berazategui,,Berazategui,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 175 lotes con servicios,FISU,En ejecución,"$2,302,885,368.50",15/5/2023,0.34%
4237,Río Negro,Cipolletti,Nuevo Ferri,Cipolletti,OSC,POT,Obras de Red peatonal y arbolado público,FISU,En ejecución,"$184,187,707.38",27/2/2023,60.52%
571/1511,Buenos Aires,Pergamino,La 513 / Hernández,Pergamino,Coop. de servicios,POT,Red eléctrica y alumbrado público,FISU,En ejecución,"$219,786,946.34",26/12/2022,85.62%
2440,Neuquén,Neuquén,Valentina Norte Rural Sector Los Hornos,Neuquén,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$42,199,859.61",30/6/2023,30.33%
2306,Chaco,Fontana,Balastro 1,Fontana,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, agua y núcleos húmedos",FISU,En ejecución,"$233,105,906.09",26/12/2022,61.06%
1740,Córdoba,Bialet Massé,Suncho Huayco,Bialet Massé,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal y equipamiento urbano",FISU,En ejecución,"$234,608,597.59",29/4/2024,20.73%
1402,Buenos Aires,Esteban Echeverría,Sarmiento,Nueve De Abril,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$231,207,937.84",25/9/2023,18.11%
1211,Buenos Aires,Florencio Varela,Los Quinchos,Villa Brown,OSC,POT,"Obras de Equipamiento comunitario y Playón deportivo, red peatonal y arbolado público",FISU,En ejecución,"$208,227,729.61",16/11/2023,13.10%
3233/3232,Jujuy,San Salvador De Jujuy,Mirador 2 / El Mirador Bis,San Salvador De Jujuy,Provincia,POT,Obras de integración socio urbana,FISU,En ejecución,"$285,282,062.96",29/4/2023,58.66%
316,Buenos Aires,Zárate,San Sebastián,Lima,Coop. de servicios,POT,Red Eléctrica y  alumbrado público,FISU,Terminado,"$285,733,556.25",1/2/2023,100.00%
4504,Formosa,Formosa,Itatí II,Formosa,Municipio,POT,Equipamiento recreativo: Polideportivo techado,FISU,En ejecución,"$201,851,226.41",15/5/2023,12.35%
4140,Tucumán,Tafí Viejo,Hipólito Yrigoyen,"Diagonal Norte, Luz Y Fuerza, Los Pocitos, Villa Nueva Italia",Municipio,POT,"Red eléctrica, alumbrado público, conexiones domiciliarias eléctricas e instalaciones eléctricas intralote",FISU,En ejecución,"$81,895,239.21",29/5/2023,100.00%
1047,Buenos Aires,Lanús,ACUBA,Lanús Oeste,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$732,865,827.01",3/12/2023,40.58%
,Buenos Aires,Carmen de Patagones,,Carmen de Patagones,Municipio,LOTES,Ejecución de infraestructura para 362 lotes con servicios,FISU,En ejecución,"$683,245,774.60",28/4/2023,11.39%
72,Buenos Aires,Lomas de Zamora,Ocho de Diciembre,Villa Fiorito,OSC,POT,Centro verde,FISU,En ejecución,"$292,104,972.03",7/11/2022,92.64%
,San Juan,Rawson,,Rawson,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 43 lotes con servicios,FISU,En ejecución,"$820,352,534.79",31/7/2023,15.15%
,Río Negro,General Roca,,General Fernandez Oro,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 250 lotes con servicios,FISU,En ejecución,"$3,452,067,452.09",4/9/2023,20.67%
,Santa Fe,Reconquista,,Reconquista,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 68 lotes con servicios,FISU,En ejecución,"$1,098,045,934.89",24/5/2023,55.39%
4637,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Barrio Padre Mugica,Ciudad Autónoma de Buenos Aires,OSC,POT,Obras de Equipamiento Comunitario,FISU,En ejecución,"$61,397,955.59",1/10/2023,17.00%
176,Buenos Aires,Florencio Varela,Doce de Julio,Gobernador Costa,OSC,POT,Obras de Red peatonal y arbolado público,FISU,En ejecución,"$130,068,999.00",15/2/2023,100.00%
119,Buenos Aires,Avellaneda,Danubio Azul,Dock Sud,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,En ejecución,"$87,760,319.00",22/5/2023,100.00%
1172,Buenos Aires,Quilmes,Emporio del Tanque,Quilmes Oeste,Municipio,POT,Obras de Intervención del espacio público y conexiones intra lote de electricidad,FISU,En ejecución,"$379,768,513.12",22/9/2023,9.83%
,Río Negro,General Roca,,Fiske Menuco,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 115 lotes con servicios,FISU,En ejecución,"$1,587,926,250.34",31/7/2023,23.00%
,Buenos Aires,Pilar,,Pilar,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 746 lotes con servicios,FISU,En ejecución,"$5,193,320,263.43",25/10/2023,61.58%
,Río Negro,General Roca,,General Roca,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 43 lotes con servicios,FISU,En ejecución,"$639,603,566.10",12/6/2023,24.04%
5620,Entre Ríos,Federal,El Silbido,Federal,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,"$803,934,470.02",28/7/2023,5.93%
680/526/1160/1130,Buenos Aires,San Vicente,San José I/San José 2/San José FFCC/ Versalles,Alejandro Korn,Municipio,POT,"Equipamiento comunitario, alumbrado publico y red peatonal",FISU,En ejecución,"$3,944,388,827.88",24/8/2023,4.11%
3917,Misiones,Puerto Libertad,Veintiseis de Octubre,Puerto Libertad,Municipio,POT,"Infraestructura Urbana, Equipamiento Comunitario, Espacio Publico y Núcleos Húmedos",FISU,En ejecución,"$937,609,640.44",25/4/2023,55.29%
3908,Misiones,Wanda,San Francisco,Wanda,Municipio,POT,Mejoramiento habitacional - Núcleos húmedos,FISU,En ejecución,"$1,580,937,167.68",23/2/2023,54.63%
586/590/1412/1427,Buenos Aires,Almirante Brown,Los Ciruelos / Los Pinos / 14 de Febrero  / Los Paraguayos,Ministro Rivadavia,Municipio,POT,Obras de integración urbana (14 de Febrero ID 1412  / Los Pinos ID 590 / Los Ciruelos ID 586 / Los Paraguayos ID 1427),FISU,En ejecución,"$130,824,556.34",23/10/2023,5.03%
122,Buenos Aires,Avellaneda,Inflamable,Dock Sud,Municipio,POT,"Construcción de edificio para nuevo polideportivo en Villa Inflamable

",FISU,En ejecución,"$4,836,182,232.30",22/9/2023,30.77%
1335,Buenos Aires,La Matanza,El Trébol,Rafael Castillo,Municipio,POT,Obra de alumbrado público y red peatonal,FISU,En ejecución,"$290,744,257.40",1/9/2023,42.20%
323,Buenos Aires,La Matanza,Los Álamos,Virrey Del Pino,Municipio,POT,"Obras de desagües pluviales, red peatonal y red vial. Alumbrado público y espacio recreativo",FISU,En ejecución,"$89,073,266.61",11/4/2023,26.63%
4473,Buenos Aires,La Matanza,Veinticinco de Mayo,González Catán,Municipio,POT,"Pavimento, Alumbrado, Vereda y Plaza",FISU,En ejecución,"$438,088,838.55",8/5/2023,44.74%
780,Buenos Aires,La Matanza,Primavera II,González Catán,Municipio,POT,"Obras de desagues pluviales, red peatonal y red vial. Alumbrado público, espacio recreativo y playon deportivo",FISU,En ejecución,"$278,250,108.42",28/6/2023,22.32%
3076,Formosa,Formosa,Simon Bolívar,Formosa,Municipio,POT,Equipamiento recreativo - polideportivo techado y plaza,FISU,En ejecución,"$373,754,411.67",26/6/2023,50.00%
1166,Buenos Aires,Lomas de Zamora,Primero de Octubre,Villa Fiorito,Municipio,POT,Espacio público y playón deportivo,FISU,En ejecución,"$300,585,829.22",5/7/2023,60.10%
999,Buenos Aires,Berisso,Villa Argüello,Berisso,OSC,POT,Obras de conexiones domiciliarias e instalaciones intra-lote de agua y electrica,FISU,Terminado,"$299,883,700.05",15/9/2022,100.00%
1026/1028,Buenos Aires,Tres de Febrero,Rayito de Sol/Puerta 8,Remedios De Escalada,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano",FISU,Terminado,"$244,818,588.60",21/12/2022,100.00%
281,Buenos Aires,La Matanza,Un Techo Para Todos,Ciudad Evita,OSC,POT,"Obras de equipamiento comunitario, red peatonal y equipamiento urbano",FISU,En ejecución,"$149,678,814.13",11/10/2022,86.03%
2685,Entre Ríos,Paraná,San Martín,Paraná,OSC,POT,"Obras de equipamiento comunitario, red peatonal y espacio recreativo",FISU,En ejecución,"$710,637,227.13",30/6/2023,34.59%
4255,Jujuy,Monterrico,Treinta y Uno de Julio,Monterrico,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad y red peatonal,FISU,En ejecución,"$81,503,459.47",11/12/2023,21.12%
1282,Buenos Aires,Quilmes,Nueve de Agosto,Quilmes Oeste,OSC,POT,Obras de conexiones e instalaciones intra-lote de electricidad y agua y equipamiento comunitario - Segunda etapa.,FISU,Terminado,"$179,163,943.56",30/12/2022,100.00%
417,Buenos Aires,Azul,San Francisco de Asís,Azul,OSC,POT,"Obras de conexiones e instalaciones intra lote de agua, cloaca, electricidad, red peatonal, arbolado público y equipamiento urbano (Etapa 2).",FISU,Terminado,"$172,958,695.89",10/4/2023,100.00%
2586,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Barrio Fátima,Villa Soldati,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad,FISU,Terminado,"$207,389,544.17",7/2/2023,100.00%
986,Buenos Aires,Hurlingham,Mitre,Villa Tesei,OSC,POT,Obras de Playón Polideportivo cubierto y red peatonal,FISU,En ejecución,"$155,748,676.37",6/9/2022,63.71%
2570,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Villa 21/24,Barracas,OSC,POT,Obras de ampliación y mejoramiento de equipamiento comunitario.,FISU,En ejecución,"$192,820,990.00",10/4/2023,100.00%
1353,Buenos Aires,La Matanza,Puerta de Hierro,San Justo,OSC,POT,Obras de equipamiento comunitario y pileta,FISU,En ejecución,"$130,687,302.80",9/1/2023,70.02%
4507,Tucumán,San Miguel De Tucumán,Ampliación Muñecas III,San Miguel De Tucumán,OSC,POT,"Obras de conexiones e instalaciones intra lote eléctricas, red peatonal y parquización.",FISU,En ejecución,"$1,096,190,471.95",6/1/2023,61.57%
,Mendoza,San Martín,,Palmira,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 74 lotes con servicios,FISU,En ejecución,"$133,275,762.11",29/9/2023,60.94%
,Buenos Aires,Tigre,,Tigre,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 130 lotes con servicios,FISU,En ejecución,"$633,385,131.88",12/12/2023,0.78%
,Santiago del Estero,La Banda,,La Banda,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 33 lotes con servicios,FISU,En ejecución,"$3,434,873,812.99",1/6/2023,45.32%
,Buenos Aires,General Pueyrredón,,Mar del Plata,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 60 lotes con servicios,FISU,En ejecución,"$704,091,561.18",20/3/2023,63.47%
,Misiones,Posadas,,Posadas,OSC,LOTES,Adquisición de predio y ejecución de infraestructura para 30 lotes con servicios,FISU,En ejecución,"$493,808,394.26",29/3/2023,68.13%
982,Buenos Aires,Moreno,Parque San Carlos,Francisco Álvarez,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$487,187,268.59",16/2/2023,21.23%
4576,Buenos Aires,Hurlingham,Roca,William Morris,OSC,POT,"Obras de Equipamiento Comunitario, Espacio Verde y Red Peatonal",FISU,Terminado,"$166,722,042.98",18/10/2022,100.00%
4498,Misiones,San Antonio,Cerámica,San Antonio,OSC,POT,Obras de conexiones e instalaciones intra lote de agua y electricidad,FISU,En ejecución,"$34,349,005.15",1/2/2023,100.00%
4241,Buenos Aires,Quilmes,San Cayetano,Quilmes Oeste,OSC,POT,Obras de Equipamiento comunitario y playón deportivo descubierto,FISU,En ejecución,"$141,239,438.56",30/9/2023,60.05%
3873,Misiones,Jardín América,Barrio Los Cedros,Jardín América,OSC,POT,"Obras intra eléctricas, intra agua",FISU,En ejecución,"$348,981,871.42",1/2/2023,100.00%
3785,Chaco,Charata,Centenario,Charata,OSC,POT,"Obras Intra eléctricas, veredas y arbolado.",FISU,Terminado,"$130,601,946.96",23/11/2022,100.00%
2592,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Villa 20,Villa Lugano,OSC,POT,Obra de Equipamiento Comunitario: Espacio de cuidado,FISU,Terminado,"$184,305,702.21",14/3/2023,100.00%
